Radionuclide,Element,Z,A,Metastable_State,Atomic_Mass,Is_Stable,Half_Life_Second,Half_Life_Readable,Half_Life_Value,Half_Life_Unit,Num_Decay_Modes,Decay_Modes,Branching_Ratios,Progeny,Decay_Energy_EM,Decay_Energy_LP,Decay_Energy_HP,Decay_Energy_Neutrino,Decay_Energy_Gamma,Decay_Energy_Xray,Decay_Energy_Beta_Minus,Decay_Energy_Beta_Plus,Decay_Energy_Alpha,Decay_Energy_Neutron,Decay_Energy_Proton,Decay_Effective_Q
Ho-154,Ho,67,154,,153.93069292782755,False,705.6,11.76 m,11.76,m,2,"['β+&EC', 'α']","[np.float64(0.9998), np.float64(0.0002)]","['Dy-154', 'Tb-150']",1917600.0,1917600.0,808.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dy-149M,Dy,66,149,M,148.92730969638336,False,0.49,490.00 ms,490.0,ms,2,"['β+&EC', 'IT']","[np.float64(0.007), np.float64(0.993)]","['Tb-149M', 'Dy-149']",2541759.0,127563.9,0.0,18040.0,2530000.0,0.0,0.0,0.0,0.0,0.0,0.0,2687000.0
Rb-75,Rb,37,75,,74.93859497970482,False,19.0,19.00 s,19.0,s,1,['β+&EC'],[np.float64(1.0)],['Kr-75'],2368324.0,2368324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ir-186,Ir,77,186,,185.95803448122248,False,59904.0,16.64 h,16.64,h,1,['β+&EC'],[np.float64(1.0)],['Os-186'],1275509.0,1275509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dy-143M,Dy,66,143,M,142.94390728348793,False,3.0,3.00 s,3.0,s,1,['β+&EC'],[np.float64(1.0)],['Tb-143'],2704000.0,2704000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fe-72,Fe,26,72,,71.96964926186718,False,1.5e-07,150.00 ns,149.99999999999997,ns,2,"['β-', 'β-,n']","[np.float64(0.724), np.float64(0.276)]","['Co-72', 'Co-71']",2803191.0,2803191.0,51750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bi-189,Bi,83,189,,188.98927536646073,False,0.674,674.00 ms,674.0,ms,2,"['β+&EC', 'α']","[np.float64(0.5), np.float64(0.5)]","['Pb-189', 'Tl-185']",1302851.0,1302851.0,3634900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ru-95,Ru,44,95,,94.91044985630725,False,5914.8,1.64 h,1.643,h,2,"['β+&EC', 'β+&EC']","[np.float64(0.9736547), np.float64(0.0263453)]","['Tc-95', 'Tc-95M']",1237196.0,80342.4,0.0,1245000.0,1083000.0,0.0,0.0,0.0,0.0,0.0,0.0,2564000.0
O-19,O,8,19,,19.00358664560798,False,26.88,26.88 s,26.88,s,1,['β-'],[np.float64(1.0)],['F-19'],939721.9,1785276.0,0.0,2190000.0,939700.0,0.0,1785000.0,0.0,0.0,0.0,0.0,4820000.0
Rn-215,Rn,86,215,,214.99881902107356,False,2.3e-06,2.30 μs,2.3000000000000003,μs,1,['α'],[np.float64(1.0)],['Po-211'],0.0,0.0,8835377.0,0.0,0.0,0.0,0.0,0.0,8674000.0,0.0,0.0,8839000.0
Pd-111,Pd,46,111,,110.9076894756706,False,1404.0,23.40 m,23.4,m,2,"['β-', 'β-']","[np.float64(0.0070304), np.float64(0.9929696)]","['Ag-111', 'Ag-111M']",47221.43,831867.9,0.0,1278000.0,47070.0,0.0,831400.0,0.0,0.0,0.0,0.0,2158000.0
Re-165M,Re,75,165,M,164.96710490371035,False,2.1,2.10 s,2.1,s,2,"['β+&EC', 'α']","[np.float64(0.87), np.float64(0.13)]","['W-165', 'Ta-161']",2395400.0,2395400.0,738530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bi-193M,Bi,83,193,M,192.98298465736062,False,3.2,3.20 s,3.2,s,2,"['β+&EC', 'α']","[np.float64(0.16), np.float64(0.84)]","['Pb-193', 'Tl-189']",353546.0,353546.0,5554080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nd-145,Nd,60,145,,144.91262016775786,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pd-92,Pd,46,92,,91.9404551265833,False,0.8,800.00 ms,800.0,ms,1,['β+&EC'],[np.float64(1.0)],['Rh-92'],2643000.0,2643000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O-25,O,8,25,,25.029463953245006,False,5e-08,50.00 ns,49.99999999999999,ns,1,['n'],[np.float64(1.0)],['O-24'],0.0,0.0,776000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tb-171,Tb,65,171,,170.95333157937654,False,0.5,500.00 ms,500.0,ms,1,['β-'],[np.float64(1.0)],['Dy-171'],2120667.0,2120667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co-57,Co,27,57,,56.936310352856346,False,23478340.0,271.74 d,271.74004629629627,d,1,['β+&EC'],[np.float64(1.0)],['Fe-57'],125142.5,18661.55,0.0,692000.0,121600.0,0.0,0.0,0.0,0.0,0.0,0.0,836000.0
Te-141,Te,52,141,,140.94473270790485,False,0.213,213.00 ms,213.0,ms,3,"['β-', 'β-,n', 'β-,2n']","[np.float64(0.959773), np.float64(0.04014444), np.float64(8.256e-05)]","['I-141', 'I-140', 'I-139']",3234081.0,2624165.0,26553.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-35,P,15,35,,34.973330049567494,False,47.3,47.30 s,47.3,s,1,['β-'],[np.float64(1.0)],['S-35'],1578875.0,1022496.0,0.0,1387000.0,1579000.0,0.0,1022000.0,0.0,0.0,0.0,0.0,3988000.0
Br-72,Br,35,72,,71.93666590736586,False,78.6,1.31 m,1.3099999999999998,m,1,['β+&EC'],[np.float64(1.0)],['Se-72'],2881981.0,2706695.0,0.0,3101000.0,1881000.0,0.0,0.0,0.0,0.0,0.0,0.0,8799000.0
Sn-122,Sn,50,122,,121.90345224096006,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sg-263,Sg,106,263,,263.1184063761095,False,1.0,1.00 s,1.0,s,2,"['α', 'SF']","[np.float64(0.7), np.float64(0.3)]","['Rf-259', 'X']",0.0,0.0,6573700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cs-133,Cs,55,133,,132.90546873095622,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I-120,I,53,120,,119.91012792397356,False,4896.0,1.36 h,1.36,h,1,['β+&EC'],[np.float64(1.0)],['Te-120'],2106230.0,1168212.0,0.0,2361000.0,1402000.0,0.0,0.0,0.0,0.0,0.0,0.0,5615000.0
N-20,N,7,20,,20.023377498863155,False,0.13,130.00 ms,130.0,ms,2,"['β-', 'β-,n']","[np.float64(0.43), np.float64(0.57)]","['O-20', 'O-19']",4051694.0,4051694.0,1476146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tl-182,Tl,81,182,,181.98570889415828,False,3.1,3.10 s,3.1,s,2,"['β+&EC', 'α']","[np.float64(0.96), np.float64(0.04)]","['Hg-182', 'Au-178']",3272044.0,3272044.0,262007.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fr-225,Fr,87,225,,225.0256579229397,False,237.0,3.95 m,3.95,m,1,['β-'],[np.float64(1.0)],['Ra-225'],606666.7,606666.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br-79M,Br,35,79,M,78.91836451650052,False,4.86,4.86 s,4.86,s,1,['IT'],[np.float64(1.0)],['Br-79'],159308.3,48026.0,0.0,0.0,157800.0,0.0,0.0,0.0,0.0,0.0,0.0,207600.0
Pt-191,Pt,78,191,,190.96172031224916,False,242092.8,2.80 d,2.802,d,2,"['β+&EC', 'β+&EC']","[np.float64(0.9899763), np.float64(0.0100237)]","['Ir-191', 'Ir-191M']",293295.4,68618.69,0.0,675900.0,201000.0,0.0,0.0,0.0,0.0,0.0,0.0,1007000.0
Fm-243,Fm,100,243,,243.07441175901982,False,0.2,200.00 ms,200.0,ms,1,['α'],[np.float64(1.0)],['Cf-239'],0.0,0.0,8689100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sn-121,Sn,50,121,,120.90426841927864,False,97308.0,1.13 d,1.12625,d,1,['β-'],[np.float64(1.0)],['Sb-121'],0.0,115820.0,0.0,274800.0,0.0,0.0,115800.0,0.0,0.0,0.0,0.0,390600.0
I-129,I,53,129,,128.90500138271202,False,495454000000000.0,15.70 My,15.6999898598119,My,1,['β-'],[np.float64(1.0)],['Xe-129'],24186.99,50150.69,0.0,117400.0,2972.0,0.0,37000.0,0.0,0.0,0.0,0.0,194000.0
Nb-103,Nb,41,103,,102.919161362068,False,1.5,1.50 s,1.5,s,2,"['β-', 'β-,n']","[np.float64(0.9999999), np.float64(1.177e-08)]","['Mo-103', 'Mo-102']",1661737.0,1881183.0,0.0006960586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lu-156M,Lu,71,156,M,155.95306680474178,False,0.198,198.00 ms,198.0,ms,1,['α'],[np.float64(1.0)],['Tm-152'],0.0,0.0,5595740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cm-247,Cm,96,247,,247.07044098005284,False,492299000000000.0,15.60 My,15.600013942758638,My,1,['α'],[np.float64(1.0)],['Pu-243'],313434.1,10753.5,5028863.0,0.0,309500.0,0.0,0.0,0.0,4949000.0,0.0,0.0,5353000.0
Co-63,Co,27,63,,62.93363234655051,False,27.4,27.40 s,27.4,s,1,['β-'],[np.float64(1.0)],['Ni-63'],144029.7,1567277.0,0.0,1975000.0,142800.0,0.0,1527000.0,0.0,0.0,0.0,0.0,3672000.0
S-33,S,16,33,,32.971472424352214,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Re-186M,Re,75,186,M,185.95500848539663,False,6311520000000.0,200.00 ky,200.0,ky,1,['IT'],[np.float64(1.0)],['Re-186'],19948.53,122885.6,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,149000.0
Eu-165,Eu,63,165,,164.94582206640214,False,2.3,2.30 s,2.3,s,2,"['β-', 'β-,n']","[np.float64(0.9972464), np.float64(0.0027536)]","['Gd-165', 'Gd-164']",3189765.0,1036361.0,274.8069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In-97,In,49,97,,96.9495776634437,False,0.005,5.00 ms,5.0,ms,2,"['β+&EC', 'p']","[np.float64(0.5), np.float64(0.5)]","['Cd-97', 'Cd-96']",2210667.0,2210667.0,547000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Md-256,Md,101,256,,256.094162265664,False,4620.0,1.28 h,1.2833333333333334,h,3,"['α', 'β+&EC', 'SF']","[np.float64(0.08932038), np.float64(0.8815534), np.float64(0.02912621)]","['Es-252', 'Fm-256', 'X']",625699.9,625699.9,705320.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ge-67,Ge,32,67,,66.93275816997861,False,1134.0,18.90 m,18.9,m,1,['β+&EC'],[np.float64(1.0)],['Ga-67'],1406996.0,1406996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ba-127,Ba,56,127,,126.91117273308785,False,762.0,12.70 m,12.7,m,1,['β+&EC'],[np.float64(1.0)],['Cs-127'],706520.6,578943.2,0.0,2118000.0,147600.0,0.0,0.0,0.0,0.0,0.0,0.0,3424000.0
Bi-190M,Bi,83,190,M,189.98835832161464,False,6.2,6.20 s,6.2,s,2,"['β+&EC', 'α']","[np.float64(0.3), np.float64(0.7)]","['Pb-190', 'Tl-186']",951391.8,951391.8,4803540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kr-98,Kr,36,98,,97.951948867395,False,0.046,46.00 ms,46.0,ms,3,"['β-', 'β-,n', 'β-,2n']","[np.float64(0.87843), np.float64(0.1215693), np.float64(6.5507e-07)]","['Rb-98', 'Rb-97', 'Rb-96']",1776206.0,3363305.0,64497.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ge-65,Ge,32,65,,64.93946411295035,False,30.9,30.90 s,30.9,s,1,['β+&EC'],[np.float64(1.0)],['Ga-65'],2058874.0,2058874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mn-69,Mn,25,69,,68.97286438243208,False,0.014,14.00 ms,14.0,ms,1,['β-'],[np.float64(1.0)],['Fe-69'],4673000.0,4673000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pm-157,Pm,61,157,,156.93308598619308,False,10.56,10.56 s,10.56,s,1,['β-'],[np.float64(1.0)],['Sm-157'],849412.8,1456114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hg-171,Hg,80,171,,171.00386570966748,False,6.9e-05,69.00 μs,69.0,μs,1,['α'],[np.float64(1.0)],['Pt-167'],0.0,0.0,7617000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rh-103,Rh,45,103,,102.90554438085185,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B-11,B,5,11,,11.00930913993634,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ni-48,Ni,28,48,,48.01976983939528,False,0.0021,2.10 ms,2.0999999999999996,ms,2,"['β+&EC', '2p']","[np.float64(0.3), np.float64(0.7)]","['Co-48', 'Fe-46']",1609400.0,1609400.0,1890000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tb-162,Tb,65,162,,161.92950942723783,False,456.0,7.60 m,7.6,m,1,['β-'],[np.float64(1.0)],['Dy-162'],1106197.0,530414.6,0.0,877300.0,1098000.0,0.0,487200.0,0.0,0.0,0.0,0.0,2510000.0
Yb-150,Yb,70,150,,149.95846820729082,False,2e-07,200.00 ns,199.99999999999997,ns,1,['β+&EC'],[np.float64(1.0)],['Tm-150'],2626667.0,2626667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bi-197,Bi,83,197,,196.97891301186613,False,559.8,9.33 m,9.33,m,2,"['α', 'β+&EC']","[np.float64(9.99999e-07), np.float64(0.999999)]","['Tl-193', 'Pb-197']",1687037.0,1687037.0,5.206305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As-66,As,33,66,,65.94473018624163,False,0.09579,95.79 ms,95.78999999999999,ms,1,['β+&EC'],[np.float64(1.0)],['Ge-66'],3192792.0,3192792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nb-95,Nb,41,95,,94.90686909458003,False,3023222.0,34.99 d,34.99099537037037,d,1,['β-'],[np.float64(1.0)],['Mo-95'],764491.6,44512.31,0.0,116600.0,764500.0,0.0,43430.0,0.0,0.0,0.0,0.0,925600.0
Po-196,Po,84,196,,195.98557944878127,False,5.8,5.80 s,5.8,s,2,"['α', 'β+&EC']","[np.float64(0.98), np.float64(0.02)]","['Pb-192', 'Bi-196']",30230.53,30230.53,6523468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tb-138,Tb,65,138,,137.9532332345122,False,2e-07,200.00 ns,199.99999999999997,ns,1,['β+&EC'],[np.float64(1.0)],['Gd-138'],4049000.0,4049000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ti-52,Ti,22,52,,51.94691730878019,False,102.0,1.70 m,1.7,m,1,['β-'],[np.float64(1.0)],['V-52'],127974.7,756568.9,0.0,1091000.0,127100.0,0.0,743000.0,0.0,0.0,0.0,0.0,1976000.0
Ca-46,Ca,20,46,,45.95371066940912,True,inf,Stable,inf,s,1,[None],[np.float64(1.0)],[None],0.0,494175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Na-22,Na,11,22,,21.99444057322448,False,82134970.0,2.60 y,2.602700141962633,y,1,['β+&EC'],[np.float64(1.0)],['Ne-22'],2193022.0,194632.5,0.0,455300.0,1274000.0,0.0,0.0,0.0,0.0,0.0,0.0,2843000.0
Pm-135,Pm,61,135,,134.9249174785722,False,49.0,49.00 s,49.0,s,1,['β+&EC'],[np.float64(1.0)],['Nd-135'],2078734.0,2078734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xe-116,Xe,54,116,,115.92166369250505,False,59.0,59.00 s,59.0,s,1,['β+&EC'],[np.float64(1.0)],['I-116'],1481837.0,1481837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bi-194M,Bi,83,194,M,193.98287454473476,False,125.0,2.08 m,2.0833333333333335,m,1,['β+&EC'],[np.float64(1.0)],['Pb-194'],2739179.0,2739179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ba-124,Ba,56,124,,123.91513426595648,False,660.0,11.00 m,11.0,m,1,['β+&EC'],[np.float64(1.0)],['Cs-124'],762464.7,107028.2,0.0,1697000.0,611400.0,0.0,0.0,0.0,0.0,0.0,0.0,2642000.0
Nb-112,Nb,41,112,,111.95085110335374,False,0.069,69.00 ms,69.0,ms,3,"['β-', 'β-,n', 'β-,2n']","[np.float64(0.23621), np.float64(0.7552637), np.float64(0.0085263)]","['Mo-112', 'Mo-111', 'Mo-110']",1316614.0,3303228.0,313917.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ho-172,Ho,67,172,,171.94484954496593,False,25.0,25.00 s,25.0,s,1,['β-'],[np.float64(1.0)],['Er-172'],1696667.0,1696667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pb-214,Pb,82,214,,213.99983693244718,False,1608.0,26.80 m,26.8,m,1,['β-'],[np.float64(1.0)],['Bi-214'],239279.1,286570.2,0.0,494600.0,222500.0,0.0,224700.0,0.0,0.0,0.0,0.0,1019000.0
Fm-242,Fm,100,242,,242.07351320637045,False,0.0008,800.00 μs,800.0000000000001,μs,1,['SF'],[np.float64(1.0)],['X'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lu-154,Lu,71,154,,153.95762429067716,False,2.0,2.00 s,2.0,s,1,['β+&EC'],[np.float64(1.0)],['Yb-154'],3455333.0,3455333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Si-25,Si,14,25,,25.004116194877497,False,0.22,220.00 ms,220.0,ms,2,"['β+&EC', 'β+,p']","[np.float64(0.65), np.float64(0.35)]","['Al-25', 'Mg-24']",3677152.0,3677152.0,916212.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La-125M,La,57,125,M,124.92087441192716,False,0.4,400.00 ms,400.0,ms,1,['IT'],[np.float64(1.0)],['La-125'],107000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sn-134,Sn,50,134,,133.92835618660646,False,1.05,1.05 s,1.05,s,2,"['β-', 'β-,n']","[np.float64(0.83), np.float64(0.17)]","['Sb-134', 'Sb-133']",105241.6,3155932.0,97828.54,3895000.0,105200.0,0.0,3156000.0,0.0,0.0,97830.0,0.0,7282000.0
Bi-198,Bi,83,198,,197.9793072318779,False,618.0,10.30 m,10.3,m,1,['β+&EC'],[np.float64(1.0)],['Pb-198'],2227169.0,2227169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nb-109,Nb,41,109,,108.9376653265428,False,0.19,190.00 ms,190.0,ms,2,"['β-', 'β-,n']","[np.float64(0.69), np.float64(0.31)]","['Mo-109', 'Mo-108']",2212110.0,2859079.0,149534.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rf-253,Rf,104,253,,253.10074632824828,False,5.15e-05,51.50 μs,51.5,μs,3,"['α', 'SF', 'SF']","[np.float64(0.25), np.float64(0.25), np.float64(0.5)]","['No-249', 'X', 'X']",0.0,0.0,2387500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pd-111M,Pd,46,111,M,110.9076894756706,False,19800.0,5.50 h,5.5,h,3,"['β-', 'β-', 'IT']","[np.float64(0.0789123), np.float64(0.1910876), np.float64(0.73)]","['Ag-111', 'Ag-111M', 'Pd-111']",391567.4,173432.6,0.0,179000.0,384800.0,0.0,104800.0,0.0,0.0,0.0,0.0,759400.0
Po-209,Po,84,209,,208.98253412020435,False,3218880000.0,102.00 y,102.0001521028215,y,2,"['α', 'β+&EC']","[np.float64(0.9952), np.float64(0.0048)]","['Pb-205', 'Bi-209']",5463.057,398.6331,4950699.0,4455.0,5101.0,0.0,0.0,0.0,4858000.0,0.0,0.0,4966000.0
Hf-175,Hf,72,175,,174.94159407779,False,6048000.0,70.00 d,70.0,d,1,['β+&EC'],[np.float64(1.0)],['Lu-175'],353406.3,43871.15,0.0,294300.0,300100.0,0.0,0.0,0.0,0.0,0.0,0.0,686700.0
Eu-139,Eu,63,139,,138.92982295402757,False,17.9,17.90 s,17.9,s,1,['β+&EC'],[np.float64(1.0)],['Sm-139'],2327392.0,2327392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dy-164,Dy,66,164,,163.92918833545858,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Si-41,Si,14,41,,41.01457941599963,False,0.02,20.00 ms,20.0,ms,1,['β-'],[np.float64(1.0)],['P-41'],5699812.0,5699812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yb-154,Yb,70,154,,153.9464281061217,False,0.409,409.00 ms,408.99999999999994,ms,2,"['α', 'β+&EC']","[np.float64(0.926), np.float64(0.074)]","['Er-150', 'Tm-154']",110889.0,110889.0,5069146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y-92,Y,39,92,,91.90898476999492,False,12744.0,3.54 h,3.54,h,1,['β-'],[np.float64(1.0)],['Zr-92'],251644.9,1450008.0,0.0,1940000.0,251600.0,0.0,1450000.0,0.0,0.0,0.0,0.0,3642000.0
Pm-137,Pm,61,137,,136.92056172569184,False,144.0,2.40 m,2.4,m,2,"['β+&EC', 'β+&EC']","[np.float64(0.6361985), np.float64(0.3638014)]","['Nd-137', 'Nd-137M']",1535130.0,1071051.0,0.0,2534000.0,841100.0,0.0,0.0,0.0,0.0,0.0,0.0,5323000.0
Tm-150M,Tm,69,150,M,149.94999541897857,False,0.0052,5.20 ms,5.199999999999999,ms,1,['IT'],[np.float64(1.0)],['Tm-150'],672000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rf-257,Rf,104,257,,257.10313014051553,False,4.7,4.70 s,4.7,s,2,"['α', 'SF']","[np.float64(0.9861932), np.float64(0.0138067)]","['No-253', 'X']",0.0,0.0,8919063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ac-228,Ac,89,228,,228.03107697713108,False,22140.0,6.15 h,6.15,h,1,['β-'],[np.float64(1.0)],['Th-228'],878293.5,424779.9,0.0,712100.0,864000.0,0.0,354500.0,0.0,0.0,0.0,0.0,2124000.0
W-169,W,74,169,,168.95183707366033,False,74.0,1.23 m,1.2333333333333334,m,1,['β+&EC'],[np.float64(1.0)],['Ta-169'],1790887.0,1790887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xe-130,Xe,54,130,,129.90358000522826,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br-82M,Br,35,82,M,81.9168338669453,False,367.8,6.13 m,6.13,m,2,"['β-', 'IT']","[np.float64(0.024), np.float64(0.976)]","['Kr-82', 'Br-82']",8078.174,70097.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120171.59999999999
Ge-73,Ge,32,73,,72.9234834927725,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rf-260,Rf,104,260,,260.10653186415635,False,0.021,21.00 ms,21.0,ms,1,['SF'],[np.float64(1.0)],['X'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rn-203,Rn,86,203,,202.9934831817674,False,44.0,44.00 s,44.0,s,2,"['α', 'β+&EC']","[np.float64(0.66), np.float64(0.34)]","['Po-199', 'At-203']",680362.9,680362.9,4375661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y-98,Y,39,98,,97.92223358838557,False,0.548,548.00 ms,548.0,ms,2,"['β-', 'β-,n']","[np.float64(0.99669), np.float64(0.00331)]","['Zr-98', 'Zr-97']",2584246.0,2694769.0,723.2535,3483000.0,2583000.0,0.0,2868000.0,0.0,0.0,723.3000000000001,0.0,8971000.0
Ge-62,Ge,32,62,,61.95467226363821,False,1.5e-07,150.00 ns,149.99999999999997,ns,1,['β+&EC'],[np.float64(1.0)],['Ga-62'],3247667.0,3247667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Os-173,Os,76,173,,172.95986941146907,False,22.4,22.40 s,22.4,s,2,"['β+&EC', 'α']","[np.float64(0.996), np.float64(0.004)]","['Re-173', 'W-169']",2030180.0,2030180.0,20218.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ru-106,Ru,44,106,,105.90733224005228,False,32123520.0,1.02 y,1.0179329226557152,y,1,['β-'],[np.float64(1.0)],['Rh-106'],0.0,10030.0,0.0,29370.0,0.0,0.0,10030.0,0.0,0.0,0.0,0.0,39400.0
La-130,La,57,130,,129.91245625965064,False,522.0,8.70 m,8.7,m,1,['β+&EC'],[np.float64(1.0)],['Ba-130'],2229552.0,1096011.0,0.0,2386000.0,1499000.0,0.0,0.0,0.0,0.0,0.0,0.0,5630000.0
Ir-173,Ir,77,173,,172.96753526756106,False,9.0,9.00 s,9.0,s,2,"['β+&EC', 'α']","[np.float64(0.93), np.float64(0.07)]","['Os-173', 'Re-169']",2221550.0,2221550.0,398230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ds-271,Ds,110,271,,271.14617156892,False,0.001705,1.70 ms,1.7049999999999998,ms,1,['α'],[np.float64(1.0)],['Hs-267'],0.0,0.0,10869650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fr-206M,Fr,87,206,M,205.99870050290374,False,16.0,16.00 s,16.0,s,2,"['β+&EC', 'α']","[np.float64(0.16), np.float64(0.84)]","['Rn-206', 'At-202']",419890.8,419890.8,5815656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
