Radionuclide,Element,Z,A,Metastable_State,Atomic_Mass,Is_Stable,Half_Life_Second,Half_Life_Readable,Half_Life_Value,Half_Life_Unit,Num_Decay_Modes,Decay_Modes,Branching_Ratios,Progeny,Decay_Energy_EM,Decay_Energy_LP,Decay_Energy_HP,Decay_Energy_Neutrino,Decay_Energy_Gamma,Decay_Energy_Xray,Decay_Energy_Beta_Minus,Decay_Energy_Beta_Plus,Decay_Energy_Alpha,Decay_Energy_Neutron,Decay_Energy_Proton,Decay_Effective_Q
Ca-38,Ca,20,38,,37.97632830709824,False,0.44,440.00 ms,440.0,ms,2,"['β+&EC', 'β+&EC']","[np.float64(0.0004017), np.float64(0.9995983)]","['K-38', 'K-38M']",1367868.0,2429496.0,0.0,2814000.0,347200.0,0.0,0.0,0.0,0.0,0.0,0.0,6612000.0
Cm-241,Cm,96,241,,241.05778727417456,False,2833920.0,32.80 d,32.8,d,2,"['α', 'β+&EC']","[np.float64(0.01), np.float64(0.99)]","['Pu-237', 'Am-241']",497977.2,120505.7,60271.35,135200.0,401200.0,0.0,0.0,0.0,59290.0,0.0,0.0,822300.0
Lr-262,Lr,103,262,,262.10974110084055,False,14400.0,4.00 h,4.0,h,1,['SF'],[np.float64(1.0)],['X'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pr-126,Pr,59,126,,125.93538994579268,False,3.14,3.14 s,3.14,s,1,['β+&EC'],[np.float64(1.0)],['Ce-126'],3561000.0,3561000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tb-144,Tb,65,144,,143.93310531894417,False,1.0,1.00 s,1.0,s,1,['β+&EC'],[np.float64(1.0)],['Gd-144'],1263216.0,3595278.0,0.0,4491000.0,287700.0,0.0,0.0,0.0,0.0,0.0,0.0,9390000.0
Tm-176,Tm,69,176,,175.94703162417807,False,114.0,1.90 m,1.9,m,1,['β-'],[np.float64(1.0)],['Yb-176'],1373333.0,1373333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Au-170,Au,79,170,,169.99620909967382,False,0.000291,291.00 μs,291.00000000000006,μs,2,"['α', 'p']","[np.float64(0.11), np.float64(0.89)]","['Ir-166', 'Pt-169']",0.0,0.0,2100165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cf-249,Cf,98,249,,249.07496148159484,False,11076700000.0,351.00 y,350.9994422896545,y,2,"['SF', 'α']","[np.float64(5.2e-09), np.float64(1.0)]","['X', 'Cm-245']",327325.9,29165.33,5913212.0,0.0,316900.0,0.0,0.0,0.0,5820000.0,0.0,0.0,6296000.0
Fr-218M,Fr,87,218,M,218.00766753720092,False,0.022,22.00 ms,22.0,ms,1,['α'],[np.float64(1.0)],['At-214'],0.0,0.0,7664783.0,0.0,0.0,0.0,0.0,0.0,7527000.0,0.0,0.0,8100000.0
Pa-217,Pa,91,217,,217.0183686352171,False,0.0036,3.60 ms,3.5999999999999996,ms,1,['α'],[np.float64(1.0)],['Ac-213'],0.0,0.0,8484003.0,0.0,0.0,0.0,0.0,0.0,8330000.0,0.0,0.0,8489000.0
Mo-95,Mo,42,95,,94.90588060261027,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sn-99,Sn,50,99,,98.9493675248447,False,0.005,5.00 ms,5.0,ms,2,"['β+&EC', 'β+,p']","[np.float64(0.5), np.float64(0.5)]","['In-99', 'Cd-98']",3926542.0,3926542.0,1642875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ge-74,Ge,32,74,,73.92120474980479,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pr-128,Pr,59,128,,127.92881512930671,False,2.85,2.85 s,2.85,s,1,['β+&EC'],[np.float64(1.0)],['Ce-128'],1570431.0,3481265.0,0.0,4133000.0,576000.0,0.0,0.0,0.0,0.0,0.0,0.0,9200000.0
Pa-234M,Pa,91,234,M,234.04342808342676,False,69.54,1.16 m,1.159,m,2,"['β-', 'IT']","[np.float64(0.9984), np.float64(0.0016)]","['U-234', 'Pa-234']",16042.25,812354.7,0.0,1435000.0,16010.000000000002,0.0,812100.0,0.0,0.0,0.0,0.0,2270000.0
In-121M,In,49,121,M,120.90789961426962,False,232.8,3.88 m,3.8800000000000003,m,2,"['β-', 'IT']","[np.float64(0.988), np.float64(0.012)]","['Sn-121', 'In-121']",64421.6,1516120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3636244.0
Au-173,Au,79,173,,172.9862964416811,False,0.025,25.00 ms,25.0,ms,2,"['β+&EC', 'α']","[np.float64(0.06), np.float64(0.94)]","['Pt-173', 'Ir-169']",182436.0,182436.0,6426225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eu-154M,Eu,63,154,M,153.92302707173545,False,2760.0,46.00 m,46.0,m,1,['IT'],[np.float64(1.0)],['Eu-154'],83944.7,69757.88,0.0,0.0,69690.0,0.0,0.0,0.0,0.0,0.0,0.0,145300.0
Yb-166,Yb,70,166,,165.93391057005562,False,204120.0,2.36 d,2.3625,d,1,['β+&EC'],[np.float64(1.0)],['Tm-166'],86264.4,40414.49,0.0,164600.0,12800.0,0.0,0.0,0.0,0.0,0.0,0.0,293000.0
Hf-182M,Hf,72,182,M,181.9506073425789,False,3690.0,1.02 h,1.025,h,4,"['β-', 'β-', 'IT', 'β-']","[np.float64(0.4301644), np.float64(0.03533465), np.float64(0.46), np.float64(0.0745009)]","['Ta-182', 'Ta-182M', 'Hf-182', 'Ta-182N']",860312.6,203248.8,0.0,201400.0,820600.0,0.0,88950.0,0.0,0.0,0.0,0.0,1336000.0
Zn-62,Zn,30,62,,61.93434765834155,False,33336.0,9.26 h,9.26,h,1,['β+&EC'],[np.float64(1.0)],['Cu-62'],441132.9,31970.51,0.0,1150000.0,353900.0,0.0,0.0,0.0,0.0,0.0,0.0,1620000.0
Ta-155,Ta,73,155,,154.97466148773088,False,0.0031,3.10 ms,3.0999999999999996,ms,1,['p'],[np.float64(1.0)],['Hf-154'],0.0,0.0,1776000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I-119,I,53,119,,118.91013717007192,False,1146.0,19.10 m,19.1,m,2,"['β+&EC', 'β+&EC']","[np.float64(0.9905067), np.float64(0.0094933)]","['Te-119', 'Te-119M']",938436.8,575520.4,0.0,1935000.0,347200.0,0.0,0.0,0.0,0.0,0.0,0.0,3418000.0
Am-248,Am,95,248,,248.07587852644096,False,600.0,10.00 m,10.0,m,1,['β-'],[np.float64(1.0)],['Cm-248'],1056667.0,1056667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Te-131M,Te,52,131,M,130.90861408550626,False,119700.0,1.39 d,1.3854166666666667,d,2,"['β-', 'IT']","[np.float64(0.741), np.float64(0.259)]","['I-131', 'Te-131']",1372629.0,189371.9,0.0,281600.0,1365000.0,0.0,136000.0,0.0,0.0,0.0,0.0,1838000.0
Ni-75,Ni,28,75,,74.95289785330813,False,0.6,600.00 ms,600.0,ms,2,"['β-', 'β-,n']","[np.float64(0.88141), np.float64(0.11859)]","['Cu-75', 'Cu-74']",4246260.0,2401443.0,68113.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bi-200N,Bi,83,200,N,199.97817920787838,False,0.4,400.00 ms,400.0,ms,1,['IT'],[np.float64(1.0)],['Bi-200'],428200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Li-7,Li,3,7,,7.01600734980764,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Po-207,Po,84,207,,206.98164481365333,False,20880.0,5.80 h,5.8,h,2,"['α', 'β+&EC']","[np.float64(0.00021), np.float64(0.99979)]","['Pb-203', 'Bi-207']",1273330.0,45948.37,1094.992,1594000.0,1198000.0,0.0,0.0,0.0,1074.0,0.0,0.0,2909000.0
Br-93,Br,35,93,,92.9430784968534,False,0.102,102.00 ms,101.99999999999999,ms,3,"['β-', 'β-,n', 'β-,2n']","[np.float64(0.73379), np.float64(0.2662067), np.float64(3.2371e-06)]","['Kr-93', 'Kr-92', 'Kr-91']",851160.6,4380166.0,160536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lu-174M,Lu,71,174,M,173.94039292555803,False,12268800.0,142.00 d,142.0,d,2,"['β+&EC', 'IT']","[np.float64(0.0062), np.float64(0.9938)]","['Yb-174', 'Lu-174']",59498.7,107616.8,0.0,120.80000000000001,18940.0,0.0,0.0,0.0,0.0,0.0,0.0,179300.0
Rh-116,Rh,45,116,,115.92408448916571,False,0.68,680.00 ms,680.0,ms,2,"['β-', 'β-,n']","[np.float64(0.9988702), np.float64(0.0011298)]","['Pd-116', 'Pd-115']",3453704.0,2521887.0,231.0523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nd-138,Nd,60,138,,137.9119788247537,False,18144.0,5.04 h,5.04,h,1,['β+&EC'],[np.float64(1.0)],['Pr-138'],43546.48,7628.716,0.0,1057000.0,14340.0,0.0,0.0,0.0,0.0,0.0,0.0,1109000.0
Cu-54,Cu,29,54,,53.976725048773176,False,7.5e-08,75.00 ns,74.99999999999999,ns,1,['p'],[np.float64(1.0)],['Ni-53'],0.0,0.0,1020000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ir-188M,Ir,77,188,M,187.9589237877735,False,0.0042,4.20 ms,4.199999999999999,ms,1,['IT'],[np.float64(1.0)],['Ir-188'],925000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ce-146,Ce,58,146,,145.91876377983866,False,811.2,13.52 m,13.520000000000001,m,1,['β-'],[np.float64(1.0)],['Pr-146'],352799.9,219934.3,0.0,475000.0,312600.0,0.0,224800.0,0.0,0.0,0.0,0.0,1040000.0
At-201,At,85,201,,200.98845834758777,False,85.2,1.42 m,1.4200000000000002,m,2,"['α', 'β+&EC']","[np.float64(0.71), np.float64(0.29)]","['Bi-197', 'Po-201']",554424.6,554424.6,4595986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ba-146,Ba,56,146,,145.93026256397673,False,2.22,2.22 s,2.22,s,1,['β-'],[np.float64(1.0)],['La-146'],804582.4,1379173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W-173,W,74,173,,172.9477654281658,False,456.0,7.60 m,7.6,m,1,['β+&EC'],[np.float64(1.0)],['Ta-173'],1223052.0,1223052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Au-195M,Au,79,195,M,194.96511278979168,False,30.5,30.50 s,30.5,s,1,['IT'],[np.float64(1.0)],['Au-195'],203124.1,112922.2,0.0,0.0,183400.0,0.0,0.0,0.0,0.0,0.0,0.0,318600.0
Ag-119M,Ag,47,119,M,118.91568482908588,False,6.0,6.00 s,6.0,s,1,['β-'],[np.float64(1.0)],['Cd-119'],1783333.0,1783333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U-235M,U,92,235,M,235.04402403649357,False,1560.0,26.00 m,26.0,m,1,['IT'],[np.float64(1.0)],['U-235'],1.09285e-12,56.8,0.0,0.0,1.093e-12,0.0,0.0,0.0,0.0,0.0,0.0,76.5
Au-188,Au,79,188,,187.96537924553522,False,530.4,8.84 m,8.84,m,1,['β+&EC'],[np.float64(1.0)],['Pt-188'],1840716.0,1840716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Er-164,Er,68,164,,163.92928920198608,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bi-218,Bi,83,218,,218.01442559454517,False,33.0,33.00 s,33.0,s,1,['β-'],[np.float64(1.0)],['Po-218'],1296543.0,1404262.0,0.0,1941000.0,1287000.0,0.0,1347000.0,0.0,0.0,0.0,0.0,4819000.0
Mg-26,Mg,12,26,,25.982602205110407,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pt-199M,Pt,78,199,M,198.97062346441223,False,13.6,13.60 s,13.6,s,1,['IT'],[np.float64(1.0)],['Pt-199'],341679.7,81279.82,0.0,0.0,333700.0,0.0,0.0,0.0,0.0,0.0,0.0,424000.0
In-116N,In,49,116,N,115.90532331504569,False,2.18,2.18 s,2.18,s,1,['IT'],[np.float64(1.0)],['In-116M'],68457.59,93647.24,0.0,0.0,59790.0,0.0,0.0,0.0,0.0,0.0,0.0,162400.0
Mo-90,Mo,42,90,,89.91396589534595,False,20412.0,5.67 h,5.67,h,2,"['β+&EC', 'β+&EC']","[np.float64(0.05120462), np.float64(0.9487953)]","['Nb-90', 'Nb-90N']",542578.8,128849.3,0.0,1415000.0,278100.0,0.0,0.0,0.0,0.0,0.0,0.0,2127000.0
Cs-112,Cs,55,112,,111.95034677071612,False,0.0005,500.00 μs,500.00000000000006,μs,1,['p'],[np.float64(1.0)],['Xe-111'],0.0,0.0,814300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ir-166,Ir,77,166,,165.98585683173198,False,0.0105,10.50 ms,10.5,ms,2,"['α', 'p']","[np.float64(0.931), np.float64(0.069)]","['Re-162', 'Os-165']",0.0,0.0,6335913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6340636.0
Si-29,Si,14,29,,28.97650230185822,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fr-224,Fr,87,224,,224.02334723890493,False,199.8,3.33 m,3.33,m,1,['β-'],[np.float64(1.0)],['Ra-224'],533395.3,875468.8,0.0,1437000.0,526900.0,0.0,834600.0,0.0,0.0,0.0,0.0,2830000.0
Pu-228,Pu,94,228,,228.03884369975066,False,1.85,1.85 s,1.85,s,1,['α'],[np.float64(1.0)],['U-224'],0.0,0.0,7940120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ba-143,Ba,56,143,,142.92070798215676,False,14.5,14.50 s,14.5,s,1,['β-'],[np.float64(1.0)],['La-143'],1342593.0,1199482.0,0.0,1710000.0,1134000.0,0.0,1182000.0,0.0,0.0,0.0,0.0,4234000.0
Po-202,Po,84,202,,201.98078324539733,False,2676.0,44.60 m,44.6,m,2,"['α', 'β+&EC']","[np.float64(0.0192), np.float64(0.9808)]","['Pb-198', 'Bi-202']",918243.3,918243.3,109460.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sm-144,Sm,62,144,,143.9120242146911,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-12,N,7,12,,12.018619960981466,False,0.011,11.00 ms,11.0,ms,1,['β+&EC'],[np.float64(1.0)],['C-12'],1190616.0,7728527.0,0.0,8197000.0,169400.0,0.0,0.0,0.0,0.0,0.0,0.0,17340000.0
Bh-263,Bh,107,263,,263.12314710290326,False,0.0002,200.00 μs,200.00000000000003,μs,1,['α'],[np.float64(1.0)],['Db-259'],0.0,0.0,10080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ir-186M,Ir,77,186,M,185.95803448122248,False,6840.0,1.90 h,1.9,h,2,"['β+&EC', 'IT']","[np.float64(0.75), np.float64(0.25)]","['Os-186', 'Ir-186']",956631.8,956631.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Na-35,Na,11,35,,35.04250431414545,False,0.0015,1.50 ms,1.5,ms,1,['β-'],[np.float64(1.0)],['Mg-35'],7400000.0,7400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sr-84,Sr,38,84,,83.91345651938194,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N-24,N,7,24,,24.051048549581367,False,5.2e-08,52.00 ns,52.0,ns,1,['n'],[np.float64(1.0)],['N-23'],0.0,0.0,1029000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
As-85,As,33,85,,84.93204706095953,False,2.021,2.02 s,2.021,s,2,"['β-', 'β-,n']","[np.float64(0.406), np.float64(0.594)]","['Se-85', 'Se-84']",1048928.0,2278171.0,417069.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tc-97M,Tc,43,97,M,96.90639670300946,False,7862400.0,91.00 d,91.0,d,2,"['β+&EC', 'IT']","[np.float64(0.0394), np.float64(0.9606)]","['Mo-97', 'Tc-97']",9734.114,82936.92,0.0,15720.0,297.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0,109100.0
Ba-145,Ba,56,145,,144.9276492803594,False,4.31,4.31 s,4.31,s,1,['β-'],[np.float64(1.0)],['La-145'],1830980.0,1458388.0,0.0,1815000.0,2033000.0,0.0,1277000.0,0.0,0.0,0.0,0.0,4923000.0
Ce-145,Ce,58,145,,144.91726002802412,False,180.6,3.01 m,3.01,m,1,['β-'],[np.float64(1.0)],['Pr-145'],884504.8,618152.5,0.0,1002000.0,779800.0,0.0,600900.0,0.0,0.0,0.0,0.0,2540000.0
Sb-104,Sb,51,104,,103.93650115870426,False,0.46,460.00 ms,460.0,ms,3,"['β+&EC', 'β+,p', 'p']","[np.float64(0.920792), np.float64(0.06930693), np.float64(0.00990099)]","['Sn-104', 'In-103', 'Sn-103']",3963144.0,3963144.0,145975.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nd-141,Nd,60,141,,140.9096311563255,False,8964.0,2.49 h,2.49,h,1,['β+&EC'],[np.float64(1.0)],['Pr-141'],76319.74,16483.57,0.0,1729000.0,21350.0,0.0,0.0,0.0,0.0,0.0,0.0,1823000.0
Bi-187M,Bi,83,187,M,186.993227653231,False,0.00031,310.00 μs,310.0,μs,2,"['β+&EC', 'α']","[np.float64(0.5), np.float64(0.5)]","['Pb-187', 'Tl-183']",1452666.0,1452666.0,3944500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Co-53,Co,27,53,,52.95424105923303,False,0.24,240.00 ms,240.0,ms,1,['β+&EC'],[np.float64(1.0)],['Fe-53'],1096368.0,3395254.0,0.0,3818000.0,74370.0,0.0,0.0,0.0,0.0,0.0,0.0,8301000.0
Co-58,Co,27,58,,57.93577660081485,False,6122304.0,70.86 d,70.86,d,1,['β+&EC'],[np.float64(1.0)],['Fe-58'],974831.0,33945.54,0.0,1299000.0,820900.0,0.0,0.0,0.0,0.0,0.0,0.0,2308000.0
Ac-213,Ac,89,213,,213.00670510241738,False,0.8,800.00 ms,800.0,ms,1,['α'],[np.float64(1.0)],['Fr-209'],0.0,0.0,7502291.0,0.0,0.0,0.0,0.0,0.0,7364000.0,0.0,0.0,7503000.0
Re-170,Re,75,170,,169.9582832853237,False,9.2,9.20 s,9.2,s,1,['β+&EC'],[np.float64(1.0)],['W-170'],2791870.0,2791870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fm-245,Fm,100,245,,245.07550279862588,False,4.2,4.20 s,4.2,s,2,"['α', 'SF']","[np.float64(0.999001), np.float64(0.000999001)]","['Cf-241', 'X']",0.0,0.0,8426573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Os-169,Os,76,169,,168.96706791931692,False,3.43,3.43 s,3.43,s,2,"['β+&EC', 'α']","[np.float64(0.863), np.float64(0.137)]","['Re-169', 'W-165']",2204820.0,2204820.0,783052.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ho-171,Ho,67,171,,170.9415301956559,False,53.0,53.00 s,53.0,s,1,['β-'],[np.float64(1.0)],['Er-171'],1066667.0,1066667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cl-32,Cl,17,32,,31.985703850831857,False,0.298,298.00 ms,298.0,ms,3,"['β+&EC', 'β+,α', 'β+,p']","[np.float64(0.9992), np.float64(0.0005), np.float64(0.0003)]","['S-32', 'Si-28', 'P-31']",4224428.0,4224428.0,1003.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cu-63,Cu,29,63,,62.92961785875493,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sm-139,Sm,62,139,,138.9223588309906,False,154.2,2.57 m,2.57,m,1,['β+&EC'],[np.float64(1.0)],['Pm-139'],1458429.0,1089798.0,0.0,2605000.0,743300.0,0.0,0.0,0.0,0.0,0.0,0.0,5116000.0
Zn-60,Zn,30,60,,59.94185044688076,False,142.8,2.38 m,2.3800000000000003,m,1,['β+&EC'],[np.float64(1.0)],['Cu-60'],1522209.0,1121546.0,0.0,1504000.0,540800.0,0.0,0.0,0.0,0.0,0.0,0.0,4156000.0
Sc-46,Sc,21,46,,45.95518332071101,False,7239456.0,83.79 d,83.79,d,1,['β-'],[np.float64(1.0)],['Ti-46'],2009535.0,111894.6,0.0,244700.0,2010000.0,0.0,111600.0,0.0,0.0,0.0,0.0,2366000.0
Bi-196N,Bi,83,196,N,195.98073785545998,False,240.0,4.00 m,4.0,m,3,"['β+&EC', 'α', 'IT']","[np.float64(0.741997), np.float64(3.8e-06), np.float64(0.258)]","['Pb-196', 'Tl-192M', 'Bi-196']",2142993.0,733927.2,19.82204,2819000.0,1763000.0,0.0,0.0,0.0,19.43,0.0,0.0,5723000.0
Mg-20,Mg,12,20,,20.0188687650827,False,0.0908,90.80 ms,90.8,ms,2,"['β+&EC', 'β+,p']","[np.float64(0.73), np.float64(0.27)]","['Na-20', 'Ne-19']",3181510.0,3181510.0,575771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ba-139,Ba,56,139,,138.90884271630196,False,4983.6,1.38 h,1.3843333333333334,h,1,['β-'],[np.float64(1.0)],['La-139'],45671.41,900772.4,0.0,1370000.0,44070.0,0.0,892500.0,0.0,0.0,0.0,0.0,2317000.0
Kr-97,Kr,36,97,,96.9485992581267,False,0.063,63.00 ms,63.0,ms,3,"['β-', 'β-,n', 'β-,2n']","[np.float64(0.92626), np.float64(0.07365147), np.float64(8.8527e-05)]","['Rb-97', 'Rb-96', 'Rb-95']",2135853.0,3972855.0,33667.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br-76,Br,35,76,,75.92456528628023,False,58320.0,16.20 h,16.2,h,1,['β+&EC'],[np.float64(1.0)],['Se-76'],2778759.0,651282.2,0.0,1583000.0,2215000.0,0.0,0.0,0.0,0.0,0.0,0.0,4963000.0
Pd-95,Pd,46,95,,94.92472246995229,False,10.0,10.00 s,10.0,s,1,['β+&EC'],[np.float64(1.0)],['Rh-95'],2792098.0,2792098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
At-197,At,85,197,,196.99323605877495,False,0.388,388.00 ms,388.0,ms,2,"['α', 'β+&EC']","[np.float64(0.961), np.float64(0.039)]","['Bi-193', 'Po-197']",91178.92,91178.92,6826704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Th-229,Th,90,229,,229.03187466325295,False,231633000000.0,7.34 ky,7.340006844626968,ky,1,['α'],[np.float64(1.0)],['Ra-225'],103832.1,144913.9,5005455.0,0.0,39090.0,0.0,0.0,0.0,4920000.0,0.0,0.0,5168000.0
Pu-234,Pu,94,234,,234.04342808342676,False,31680.0,8.80 h,8.8,h,2,"['α', 'β+&EC']","[np.float64(0.06), np.float64(0.94)]","['U-230', 'Np-234']",123179.5,123179.5,378598.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag-106,Ag,47,106,,105.9067270408871,False,1437.6,23.96 m,23.959999999999997,m,1,['β+&EC'],[np.float64(1.0)],['Pd-106'],706497.6,500644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2966950.0
Ga-63,Ga,31,63,,62.93932121870302,False,32.4,32.40 s,32.4,s,1,['β+&EC'],[np.float64(1.0)],['Zn-63'],1373906.0,1961571.0,0.0,2356000.0,357000.0,0.0,0.0,0.0,0.0,0.0,0.0,5666000.0
Pb-203M,Pb,82,203,M,202.9735116093171,False,6.21,6.21 s,6.21,s,1,['IT'],[np.float64(1.0)],['Pb-203'],663397.2,161415.6,0.0,0.0,651500.0,0.0,0.0,0.0,0.0,0.0,0.0,825300.0
Yb-151M,Yb,70,151,M,150.95543296536667,False,1.6,1.60 s,1.6,s,2,"['β+&EC', 'IT']","[np.float64(0.9960159), np.float64(0.003984063)]","['Tm-151', 'Yb-151']",3067027.0,3067027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kr-74,Kr,36,74,,73.93310700005297,False,690.0,11.50 m,11.5,m,1,['β+&EC'],[np.float64(1.0)],['Br-74'],1079965.0,633847.2,0.0,1379000.0,250900.0,0.0,0.0,0.0,0.0,0.0,0.0,2975000.0
Eu-163,Eu,63,163,,162.9392842343096,False,7.7,7.70 s,7.7,s,1,['β-'],[np.float64(1.0)],['Gd-163'],2931992.0,653482.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y-88M,Y,39,88,M,87.90953617367873,False,0.000301,301.00 μs,301.0,μs,1,['IT'],[np.float64(1.0)],['Y-88'],382458.0,10406.24,0.0,0.0,382200.0,0.0,0.0,0.0,0.0,0.0,0.0,392900.0
La-154,La,57,154,,153.9545982948514,False,0.228,228.00 ms,228.0,ms,3,"['β-', 'β-,n', 'β-,2n']","[np.float64(0.80418), np.float64(0.1957961), np.float64(2.3842e-05)]","['Ce-154', 'Ce-153', 'Ce-152']",3209004.0,2795185.0,108389.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lr-255M,Lr,103,255,M,255.0967940414781,False,2.53,2.53 s,2.53,s,2,"['α', 'IT']","[np.float64(0.4), np.float64(0.6)]","['Md-251', 'Lr-255']",22200.0,0.0,3437024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xe-111,Xe,54,111,,110.94168149544717,False,0.81,810.00 ms,810.0,ms,2,"['β+&EC', 'α']","[np.float64(0.9), np.float64(0.1)]","['I-111', 'Te-107']",3168000.0,3168000.0,372000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pr-140,Pr,59,140,,139.90913606978623,False,203.4,3.39 m,3.39,m,1,['β+&EC'],[np.float64(1.0)],['Ce-140'],544468.4,549600.5,0.0,2294000.0,9374.0,0.0,0.0,0.0,0.0,0.0,0.0,3388000.0
Cd-114,Cd,48,114,,113.9034253432194,True,inf,Stable,inf,s,0,[None],[np.float64(0.0)],[None],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rn-222,Rn,86,222,,222.01761633903263,False,330350.4,3.82 d,3.8235,d,1,['α'],[np.float64(1.0)],['Po-218'],388.9215,10.43851,5587903.0,0.0,387.6,0.0,0.0,0.0,5489000.0,0.0,0.0,5590000.0
