Radionuclide,Element,Z,A,Metastable_State,Atomic_Mass,Is_Stable,Half_Life_Second,Half_Life_Readable,Half_Life_Value,Half_Life_Unit,Num_Decay_Modes,Decay_Modes,Branching_Ratios,Progeny,Decay_Energy_EM,Decay_Energy_LP,Decay_Energy_HP,Decay_Energy_Neutrino,Decay_Energy_Gamma,Decay_Energy_Xray,Decay_Energy_Beta_Minus,Decay_Energy_Beta_Plus,Decay_Energy_Alpha,Decay_Energy_Neutron,Decay_Energy_Proton,Decay_Effective_Q
Ds-279M,Ds,110,279,M,279.1590085157,False,0.19,190.00 ms,190.0,ms,2,"['α', 'SF']","[0.1, 0.9]","['Hs-275', 'X']",0.0,0.0,960000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ds-273,Ds,110,273,,273.1489773395,False,0.000225,225.00 μs,225.0,μs,1,['α'],[1.0],['Hs-269'],0.0,0.0,11367900.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Mt-273,Mt,109,273,,273.1450435449,False,20.0,20.00 s,20.0,s,2,"['α', 'SF']","[0.5, 0.5]","['Bh-269', 'X']",0.0,0.0,5300000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Hs-273,Hs,108,273,,273.1421184156,False,50.0,50.00 s,50.0,s,1,['α'],[1.0],['Sg-269'],0.0,0.0,9730000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rg-272,Rg,111,272,,272.1537273124,False,0.0041,4.10 ms,4.1,ms,1,['α'],[1.0],['Mt-268'],0.0,0.0,11442000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ds-272,Ds,110,272,,272.1463640559,False,1.0,1.00 s,1.0,s,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ds-271M,Ds,110,271,M,271.1461715689,False,0.08650000000000001,86.50 ms,86.5,ms,1,['α'],[1.0],['Hs-267'],0.0,0.0,10870000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ds-271,Ds,110,271,,271.1461715689,False,0.001705,1.70 ms,1.705,ms,1,['α'],[1.0],['Hs-267'],0.0,0.0,10869650.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Mt-271,Mt,109,271,,271.1412291091,False,5.0,5.00 s,5.0,s,1,['α'],[1.0],['Bh-267'],0.0,0.0,10140000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ds-270M,Ds,110,270,M,270.1447686836,False,0.009000000000000001,9.00 ms,9.0,ms,2,"['α', 'IT']","[0.7000000000000001, 0.30000000000000004]","['Hs-266', 'Ds-270']",339000.0,0.0,8631000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ds-270,Ds,110,270,,270.1447686836,False,0.00015000000000000001,150.00 μs,150.0,μs,2,"['α', 'SF']","[0.998, 0.002]","['Hs-266', 'X']",0.0,0.0,11173740.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Mt-270,Mt,109,270,,270.1407340225,False,0.006050000000000001,6.05 ms,6.05,ms,1,['α'],[1.0],['Bh-266'],0.0,0.0,10350000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ds-269,Ds,110,269,,269.1451813958,False,0.000268,268.00 μs,268.0,μs,1,['α'],[1.0],['Hs-265'],0.0,0.0,11584560.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Mt-269,Mt,109,269,,269.1391294042,False,0.05,50.00 ms,50.0,ms,1,['α'],[1.0],['Bh-265'],0.0,0.0,10500000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Hs-269,Hs,108,269,,269.1341869443,False,12.9,12.90 s,12.9,s,1,['α'],[1.0],['Sg-265'],0.0,0.0,9630000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Bh-269,Bh,107,269,,269.1307574824,False,50.0,50.00 s,50.0,s,1,['α'],[1.0],['Db-265'],0.0,0.0,8800000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Sg-269,Sg,106,269,,269.1288410184,False,50.0,50.00 s,50.0,s,1,['α'],[1.0],['Rf-265'],0.0,0.0,8700000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ds-268,Ds,110,268,,268.1438793771,False,0.0001,100.00 μs,100.0,μs,1,['α'],[1.0],['Hs-264'],0.0,0.0,11660000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Mt-268,Mt,109,268,,268.1388360507,False,0.022500000000000003,22.50 ms,22.5,ms,1,['α'],[1.0],['Bh-264'],0.0,0.0,10732000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Hs-268,Hs,108,268,,268.1322797264,False,1.2,1.20 s,1.2,s,1,['α'],[1.0],['Sg-264'],0.0,0.0,9623000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ds-267,Ds,110,267,,267.1443929558,False,2.8e-06,2.80 μs,2.8,μs,1,['α'],[1.0],['Hs-263'],0.0,0.0,12277000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Mt-267,Mt,109,267,,267.1374331654,False,0.01,10.00 ms,10.0,ms,1,['α'],[1.0],['Bh-263'],0.0,0.0,10870000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Hs-267,Hs,108,267,,267.1318855064,False,0.0545,54.50 ms,54.5,ms,2,"['α', 'SF']","[0.8, 0.2]","['Sg-263', 'X']",0.0,0.0,8096000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Bh-267,Bh,107,267,,267.1277499788,False,21.0,21.00 s,21.0,s,1,['α'],[1.0],['Db-263'],0.0,0.0,9370000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Mt-266M,Mt,109,266,M,266.1374424115,False,0.0017000000000000001,1.70 ms,1.7000000000000002,ms,1,['α'],[1.0],['Bh-262'],0.0,0.0,11000000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Mt-266,Mt,109,266,,266.1374424115,False,0.0018000000000000002,1.80 ms,1.8,ms,1,['α'],[1.0],['Bh-262'],0.0,0.0,10995570.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Hs-266,Hs,108,266,,266.1301800215,False,0.00265,2.65 ms,2.65,ms,2,"['α', 'SF']","[0.9861932, 0.0138067]","['Sg-262', 'X']",0.0,0.0,10192920.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Bh-266,Bh,107,266,,266.1270531592,False,5.4,5.40 s,5.4,s,1,['α'],[1.0],['Db-262'],0.0,0.0,9552000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Sg-266,Sg,106,266,,266.1221106993,False,25.0,25.00 s,25.0,s,2,"['α', 'SF']","[0.2647058, 0.7352941]","['Rf-262', 'X']",0.0,0.0,2351708.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Mt-265,Mt,109,265,,265.1362412593,False,120.0,2.00 m,2.0,m,1,['α'],[1.0],['Bh-261'],0.0,0.0,10990000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Hs-265M,Hs,108,265,M,265.1301892676,False,0.00030000000000000003,300.00 μs,300.0,μs,1,['α'],[1.0],['Sg-261'],0.0,0.0,10740000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Hs-265,Hs,108,265,,265.1301892676,False,0.00205,2.05 ms,2.05,ms,2,"['α', 'SF']","[0.990099, 0.00990099]","['Sg-261', 'X']",0.0,0.0,10481390.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Bh-265,Bh,107,265,,265.1252468078,False,1.1,1.10 s,1.1,s,1,['α'],[1.0],['Db-261'],0.0,0.0,9770000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Sg-265,Sg,106,265,,265.1212121467,False,8.0,8.00 s,8.0,s,2,"['α', 'SF']","[0.43, 0.5700000000000001]","['Rf-261', 'X']",0.0,0.0,3903239.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-265,Db,105,265,,265.1186904835,False,900.0,15.00 m,15.0,m,1,['α'],[1.0],['Lr-261'],0.0,0.0,8490000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-265,Rf,104,265,,265.1167740195,False,1.0,1.00 s,1.0,s,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Hs-264,Hs,108,264,,264.1284837828,False,0.0008,800.00 μs,800.0,μs,2,"['α', 'SF']","[0.5, 0.5]","['Sg-260', 'X']",0.0,0.0,5295340.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Bh-264,Bh,107,264,,264.1246508547,False,0.66,660.00 ms,660.0,ms,1,['α'],[1.0],['Db-260'],0.0,0.0,9967000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Sg-264,Sg,106,264,,264.1190023292,False,0.045,45.00 ms,45.0,ms,2,"['α', 'SF']","[0.2647058, 0.7352941]","['Rf-260', 'X']",0.0,0.0,2437941.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-264,Db,105,264,,264.1174893313,False,180.0,3.00 m,3.0,m,1,['α'],[1.0],['Lr-260'],0.0,0.0,8660000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-264,Rf,104,264,,264.1140598693,False,3600.0,1.00 h,1.0,h,1,['α'],[1.0],['No-260'],0.0,0.0,8140000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Hs-263,Hs,108,263,,263.1286947619,False,0.00355,3.55 ms,3.55,ms,1,['α'],[1.0],['Sg-259'],0.0,0.0,10670000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Bh-263,Bh,107,263,,263.1231471029,False,0.0002,200.00 μs,200.0,μs,1,['α'],[1.0],['Db-259'],0.0,0.0,10080000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Sg-263M,Sg,106,263,M,263.1184063761,False,0.12,120.00 ms,120.0,ms,2,"['α', 'IT']","[0.5, 0.5]","['Rf-259', 'Sg-263']",0.0,0.0,4695500.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Sg-263,Sg,106,263,,263.1184063761,False,1.0,1.00 s,1.0,s,2,"['α', 'SF']","[0.7000000000000001, 0.30000000000000004]","['Rf-259', 'X']",0.0,0.0,6573700.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-263,Db,105,263,,263.1150777807,False,28.5,28.50 s,28.5,s,3,"['α', 'β+&EC', 'SF']","[0.4141414, 0.03030303, 0.5555555]","['Lr-259', 'Rf-263', 'X']",22969.7,22969.7,3658525.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-263,Rf,104,263,,263.112656984,False,600.0,10.00 m,10.0,m,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Lr-263,Lr,103,263,,263.1113457192,False,18000.0,5.00 h,5.0,h,1,['α'],[1.0],['Md-259'],0.0,0.0,7620000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Bh-262M,Bh,107,262,M,262.1229546159,False,0.022,22.00 ms,22.0,ms,1,['α'],[1.0],['Db-258'],0.0,0.0,10320000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Bh-262,Bh,107,262,,262.1229546159,False,0.10200000000000001,102.00 ms,102.0,ms,2,"['α', 'α']","[0.5, 0.5]","['Db-258', 'Db-258']",0.0,0.0,10300460.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Sg-262,Sg,106,262,,262.1164991582,False,0.0079,7.90 ms,7.9,ms,2,"['α', 'SF']","[0.22, 0.78]","['Rf-258', 'X']",0.0,0.0,2112000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-262,Db,105,262,,262.1141792281,False,35.0,35.00 s,35.0,s,2,"['α', 'SF']","[0.67, 0.33]","['Lr-258', 'X']",0.0,0.0,6033000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-262,Rf,104,262,,262.1100437004,False,2.3,2.30 s,2.3,s,2,"['α', 'SF']","[0.02912621, 0.9708737]","['No-258', 'X']",0.0,0.0,247281.6,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Lr-262,Lr,103,262,,262.1097411008,False,14400.0,4.00 h,4.0,h,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
No-262,No,102,262,,262.1074211707,False,0.005,5.00 ms,5.0,ms,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Bh-261,Bh,107,261,,261.1217534637,False,0.013000000000000001,13.00 ms,13.0,ms,2,"['α', 'SF']","[0.9047619, 0.09523809]","['Db-257', 'X']",0.0,0.0,9556185.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Sg-261,Sg,106,261,,261.1162058047,False,0.23,230.00 ms,230.0,ms,2,"['α', 'SF']","[0.990099, 0.00990099]","['Rf-257', 'X']",0.0,0.0,9705941.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-261,Db,105,261,,261.1121711436,False,1.8,1.80 s,1.8,s,2,"['α', 'SF']","[0.8200000000000001, 0.18]","['Lr-257', 'X']",0.0,0.0,7559580.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-261M,Rf,104,261,M,261.1088425482,False,81.0,1.35 m,1.35,m,3,"['α', 'β+&EC', 'SF']","[0.74, 0.15, 0.11]","['No-257', 'Lr-261', 'X']",89000.0,89000.0,6401000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-261,Rf,104,261,,261.1088425482,False,65.0,1.08 m,1.0833333333,m,3,"['α', 'β+&EC', 'SF']","[0.7619047, 0.1428571, 0.09523809]","['No-257', 'Lr-261', 'X']",83523.81,83523.81,6590446.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Lr-261,Lr,103,261,,261.1069260842,False,2340.0,39.00 m,39.0,m,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
No-261,No,102,261,,261.1058165524,False,160000.0,1.85 d,1.8518518519,d,1,['α'],[1.0],['Fm-257'],0.0,0.0,7490000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Md-261,Md,101,261,,261.1058165524,False,2400.0,40.00 m,40.0,m,1,['α'],[1.0],['Es-257'],0.0,0.0,6750000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Bh-260,Bh,107,260,,260.1220653094,False,0.00030000000000000003,300.00 μs,300.0,μs,1,['α'],[1.0],['Db-256'],0.0,0.0,10470000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Sg-260,Sg,106,260,,260.1145003198,False,0.0036000000000000003,3.60 ms,3.6,ms,2,"['α', 'SF']","[0.5, 0.5]","['Rf-256', 'X']",0.0,0.0,4961425.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-260,Db,105,260,,260.1113734575,False,1.52,1.52 s,1.52,s,3,"['α', 'β+&EC', 'SF']","[0.8819511999999999, 0.02439024, 0.09365853]","['Lr-256', 'Rf-260', 'X']",36804.88,36804.88,8271317.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-260,Rf,104,260,,260.1065318642,False,0.021,21.00 ms,21.0,ms,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Lr-260,Lr,103,260,,260.1056240654,False,180.0,3.00 m,3.0,m,3,"['α', 'β+&EC', 'SF']","[0.6153846, 0.3076923, 0.07692307]","['Md-256', 'No-260', 'X']",273333.3,273333.3,5068308.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Md-260,Md,101,260,,260.1037076014,False,2747520.0,31.80 d,31.8,d,4,"['α', 'β-', 'β+&EC', 'SF']","[0.25, 0.1, 0.23, 0.42]","['Es-256', 'No-260', 'Fm-260', 'X']",100870.0,100870.0,1735000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
No-260,No,102,260,,260.1026989361,False,0.106,106.00 ms,106.0,ms,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Fm-260,Fm,100,260,,260.1027998026,False,0.004,4.00 ms,4.0,ms,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Sg-259,Sg,106,259,,259.1146104325,False,0.555,555.00 ms,555.0,ms,2,"['α', 'SF']","[0.8181818, 0.18181809999999998]","['Rf-255', 'X']",0.0,0.0,8046000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-259,Db,105,259,,259.1096679726,False,0.51,510.00 ms,510.0,ms,1,['α'],[1.0],['Lr-255'],0.0,0.0,9618800.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-259,Rf,104,259,,259.105734178,False,3.2,3.20 s,3.2,s,2,"['α', 'SF']","[0.92, 0.08]","['No-255', 'X']",0.0,0.0,8391320.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Lr-259,Lr,103,259,,259.1030107818,False,6.2,6.20 s,6.2,s,2,"['α', 'SF']","[0.78, 0.22]","['Md-255', 'X']",0.0,0.0,6695520.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
No-259,No,102,259,,259.1010943178,False,3480.0,58.00 m,58.0,m,3,"['α', 'β+&EC', 'SF']","[0.6818181, 0.2272727, 0.0909092]","['Fm-255', 'Md-259', 'X']",36818.18,36818.18,5376136.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Md-259,Md,101,259,,259.1005899851,False,5760.0,1.60 h,1.6,h,2,"['α', 'SF']","[0.01283316, 0.9871667999999999]","['Es-255', 'X']",0.0,0.0,91243.83,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Fm-259,Fm,100,259,,259.1006908517,False,1.5,1.50 s,1.5,s,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Sg-258,Sg,106,258,,258.1133084137,False,0.0032,3.20 ms,3.2,ms,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-258M,Db,105,258,M,258.1092737526,False,20.0,20.00 s,20.0,s,1,['β+&EC'],[1.0],['Rf-258'],1782667.0,1782667.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-258,Db,105,258,,258.1092737526,False,4.0,4.00 s,4.0,s,3,"['α', 'β+&EC', 'SF']","[0.6633663, 0.3267326, 0.00990099]","['Lr-254', 'Rf-258', 'X']",582455.4,582455.4,6286059.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-258,Rf,104,258,,258.1036252271,False,0.012,12.00 ms,12.0,ms,2,"['α', 'SF']","[0.13, 0.87]","['No-254', 'X']",0.0,0.0,1202500.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Lr-258,Lr,103,258,,258.1019104961,False,4.1,4.10 s,4.1,s,2,"['α', 'SF']","[0.9500000000000001, 0.05]","['Md-254', 'X']",0.0,0.0,8455000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
No-258,No,102,258,,258.0982793011,False,0.0012000000000000001,1.20 ms,1.2,ms,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Md-258M,Md,101,258,M,258.0984810342,False,3420.0,57.00 m,57.0,m,1,['β+&EC'],[1.0],['Fm-258'],421000.0,421000.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Md-258,Md,101,258,,258.0984810342,False,4449600.0,51.50 d,51.5,d,1,['α'],[1.0],['Es-254'],0.0,0.0,7271280.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Fm-258,Fm,100,258,,258.0971697693,False,0.00037000000000000005,370.00 μs,370.0,μs,1,['SF'],[1.0],['X'],0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Es-258,Es,99,258,,258.099590566,False,180.0,3.00 m,3.0,m,2,"['α', 'β+&EC']","[0.5, 0.5]","['Bk-254', 'Cf-258']",383333.0,383333.0,2950000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-257M,Db,105,257,M,257.1077700008,False,0.78,780.00 ms,780.0,ms,2,"['α', 'SF']","[0.87, 0.13]","['Lr-253', 'X']",0.0,0.0,8030100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-257,Db,105,257,,257.1077700008,False,1.52,1.52 s,1.52,s,2,"['α', 'SF']","[0.9400000000000001, 0.06]","['Lr-253', 'X']",0.0,0.0,8676200.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-257M,Rf,104,257,M,257.1031301405,False,3.9,3.90 s,3.9,s,2,"['α', 'SF']","[0.9861932, 0.0138067]","['No-253', 'X']",0.0,0.0,8919063.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-257,Rf,104,257,,257.1031301405,False,4.7,4.70 s,4.7,s,2,"['α', 'SF']","[0.9861932, 0.0138067]","['No-253', 'X']",0.0,0.0,8919063.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Lr-257,Lr,103,257,,257.0995998121,False,0.646,646.00 ms,646.0,ms,2,"['α', 'SF']","[0.9997, 0.00030000000000000003]","['Md-253', 'X']",0.0,0.0,9008000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
No-257,No,102,257,,257.0968764158,False,25.0,25.00 s,25.0,s,1,['α'],[1.0],['Fm-253'],0.0,0.0,8380435.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,8450000.0
Md-257,Md,101,257,,257.0956660175,False,19872.0,5.52 h,5.52,h,3,"['α', 'β+&EC', 'SF']","[0.1485148, 0.8415841, 0.00990099]","['Es-253', 'Fm-257', 'X']",114099.7,114099.7,1122416.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Es-257,Es,99,257,,257.0960694836,False,665280.0,7.70 d,7.7,d,2,"['β-', 'SF']","[0.5, 0.5]","['Fm-257', 'X']",135666.7,135666.7,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Fm-257,Fm,100,257,,257.0951616848,False,8683200.0,100.50 d,100.5,d,2,"['α', 'SF']","[0.9979, 0.0021000000000000003]","['Cf-253', 'X']",113964.5,110541.6,6657913.0,0.0,43870.0,0,0.0,0,6516000.0,0.0,0.0,6849000.0
Db-256,Db,105,256,,256.108182713,False,1.7000000000000002,1.70 s,1.7000000000000002,s,3,"['α', 'β+&EC', 'SF']","[0.639872, 0.35992799999999997, 0.00019996]","['Lr-252', 'Rf-256', 'X']",777924.4,777924.4,6051270.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-256,Rf,104,256,,256.1012229226,False,0.0064,6.40 ms,6.4,ms,2,"['α', 'SF']","[0.0032, 0.9968]","['No-252', 'X']",0.0,0.0,28575.01,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Lr-256,Lr,103,256,,256.0987012594,False,27.0,27.00 s,27.0,s,3,"['α', 'β+&EC', 'SF']","[0.849745, 0.149955, 0.00029991]","['Md-252', 'No-256', 'X']",202389.3,202389.3,7492202.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
No-256,No,102,256,,256.0943639987,False,2.91,2.91 s,2.91,s,2,"['α', 'SF']","[0.995, 0.005]","['Fm-252', 'X']",872.0983,3752.908,8531057.0,0.0,6.082,0,0.0,0,8400000.0,0.0,0.0,8538000.0
Md-256,Md,101,256,,256.0941622657,False,4620.0,1.28 h,1.2833333332999999,h,3,"['α', 'β+&EC', 'SF']","[0.08932038, 0.8815533999999999, 0.02912621]","['Es-252', 'Fm-256', 'X']",625699.9,625699.9,705320.2,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Es-256M,Es,99,256,M,256.093657933,False,27360.0,7.60 h,7.6,h,1,['β-'],[1.0],['Fm-256'],566666.7,566666.7,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Es-256,Es,99,256,,256.093657933,False,1524.0,25.40 m,25.4,m,1,['β-'],[1.0],['Fm-256'],566666.7,566666.7,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Fm-256,Fm,100,256,,256.0918423355,False,9456.0,2.63 h,2.6266666667000003,h,2,"['α', 'SF']","[0.081, 0.919]","['Cf-252', 'X']",0.0,0.0,569204.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Cf-256,Cf,98,256,,256.0935570665,False,738.0,12.30 m,12.3,m,2,"['α', 'SF']","[1e-09, 1.0]","['Cm-252', 'X']",0.0,0.0,0.005557999,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Db-255,Db,105,255,,255.1074858934,False,1.7000000000000002,1.70 s,1.7000000000000002,s,2,"['α', 'SF']","[0.8, 0.2]","['Lr-251', 'X']",0.0,0.0,7776000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rf-255,Rf,104,255,,255.1014339017,False,1.6800000000000002,1.68 s,1.6800000000000002,s,3,"['α', 'β+&EC', 'SF']","[0.4752475, 0.00990099, 0.5148514]","['No-251', 'Lr-255', 'X']",14323.43,14323.43,4304792.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Lr-255M,Lr,103,255,M,255.0967940415,False,2.5300000000000002,2.53 s,2.5300000000000002,s,2,"['α', 'IT']","[0.4, 0.6000000000000001]","['Md-251', 'Lr-255']",22200.0,0.0,3437024.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Lr-255,Lr,103,255,,255.0967940415,False,22.0,22.00 s,22.0,s,2,"['α', 'β+&EC']","[0.85, 0.15]","['Md-251', 'No-255']",160200.0,160200.0,7314250.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
No-255,No,102,255,,255.0933645795,False,186.0,3.10 m,3.1,m,2,"['α', 'β+&EC']","[0.61, 0.39]","['Fm-251', 'Md-255']",261372.9,261372.9,5149620.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Md-255,Md,101,255,,255.0911455159,False,1620.0,27.00 m,27.0,m,3,"['α', 'β+&EC', 'SF']","[0.07988018, 0.9186219999999999, 0.001497753]","['Es-251', 'Fm-255', 'X']",319601.5,319601.5,631523.1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Cf-255,Cf,98,255,,255.0911455159,False,5100.0,1.42 h,1.4166666667,h,1,['β-'],[1.0],['Es-255'],240000.0,240000.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Es-255,Es,99,255,,255.0903385837,False,3438720.0,39.80 d,39.8,d,3,"['α', 'β-', 'SF']","[0.07999672000000001, 0.9199622, 4.0998300000000004e-05]","['Bk-251', 'Fm-255', 'X']",88813.16,88813.16,514886.1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
