Radionuclide,Element,Z,A,Metastable_State,Atomic_Mass,Is_Stable,Half_Life_Second,Half_Life_Readable,Half_Life_Value,Half_Life_Unit,Num_Decay_Modes,Decay_Modes,Branching_Ratios,Progeny,Decay_Energy_EM,Decay_Energy_LP,Decay_Energy_HP,Decay_Energy_Neutrino,Decay_Energy_Gamma,Decay_Energy_Xray,Decay_Energy_Beta_Minus,Decay_Energy_Beta_Plus,Decay_Energy_Alpha,Decay_Energy_Neutron,Decay_Energy_Proton,Decay_Effective_Q
Rn-227,Rn,86,227,,227.0355243504,False,20.8,20.80 s,20.8,s,1,['β-'],[1.0],['Fr-227'],1108667.0,1108667.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Fr-227,Fr,87,227,,227.0318931554,False,148.2,2.47 m,2.47,m,1,['β-'],[1.0],['Ra-227'],434960.9,765639.6,0.0,1246000.0,408400.0,0,700700.0,0,0.0,0.0,0.0,2477000.0
Ra-227,Ra,88,227,,227.0292706257,False,2532.0,42.20 m,42.2,m,1,['β-'],[1.0],['Ac-227'],137905.7,435577.4,0.0,800800.0,129400.0,0,397500.0,0,0.0,0.0,0.0,1327000.0
Ac-227,Ac,89,227,,227.0278584943,False,687072100.0,21.77 y,21.7720010394,y,2,"['α', 'β-']","[0.013800000000000002, 0.9862000000000001]","['Fr-223', 'Th-227']",672.7895,13615.82,71500.74,28870.0,86.06,0,9799.0,0,70260.0,0.0,0.0,113800.0
Th-227,Th,90,227,,227.0277576278,False,1613952.0,18.68 d,18.68,d,1,['α'],[1.0],['Ra-223'],161945.3,58314.48,6005115.0,0.0,154300.0,0,0.0,0,5901000.0,0.0,0.0,6146000.0
Np-226,Np,93,226,,226.035230997,False,0.035,35.00 ms,35.0,ms,1,['α'],[1.0],['Pa-222'],0.0,0.0,8172124.0,0.0,0.0,0,0.0,0,8030000.0,0.0,0.0,8200000.0
U-226,U,92,226,,226.0293807384,False,0.35000000000000003,350.00 ms,350.0,ms,1,['α'],[1.0],['Th-222'],16183.27,11241.23,7681084.0,0.0,14380.0,0,0.0,0,7548000.0,0.0,0.0,7715000.0
Pa-226,Pa,91,226,,226.0280694735,False,108.0,1.80 m,1.8,m,2,"['α', 'β+&EC']","[0.74, 0.26]","['Ac-222', 'Th-226']",245795.8,245795.8,5170239.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ac-226,Ac,89,226,,226.0261530095,False,105732.0,1.22 d,1.22375,d,3,"['β-', 'β+&EC', 'α']","[0.8299700000000001, 0.16997, 6.000000000000001e-05]","['Th-226', 'Ra-226', 'Fr-222']",132130.0,289128.7,329.6735,610700.0,114300.0,0,258700.0,0,323.9,0.0,0.0,1033000.0
Th-226,Th,90,226,,226.0249426111,False,1834.2,30.57 m,30.57,m,1,['α'],[1.0],['Ra-222'],8870.114,20318.95,6417852.0,0.0,6718.0,0,0.0,0,6306000.0,0.0,0.0,6452000.0
Rn-226,Rn,86,226,,226.0309946028,False,444.0,7.40 m,7.4,m,1,['β-'],[1.0],['Fr-226'],467000.0,467000.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Fr-226,Fr,87,226,,226.0294816049,False,49.0,49.00 s,49.0,s,1,['β-'],[1.0],['Ra-226'],434046.4,1219191.0,0.0,1968000.0,431600.0,0,1191000.0,0,0.0,0.0,0.0,3671000.0
Ra-226,Ra,88,226,,226.0254469438,False,50492200000.0,1.60 ky,1.6000012675000002,ky,1,['α'],[1.0],['Rn-222'],7293.978,3674.897,4859004.0,0.0,6703.0,0,0.0,0,4774000.0,0.0,0.0,4871000.0
Np-225,Np,93,225,,225.0340298447,False,2e-06,2.00 μs,2.0,μs,1,['α'],[1.0],['Pa-221'],0.0,0.0,8786500.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
U-225,U,92,225,,225.029490851,False,0.084,84.00 ms,84.0,ms,1,['α'],[1.0],['Th-221'],0.0,0.0,8014380.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Pa-225,Pa,91,225,,225.0261622556,False,1.7000000000000002,1.70 s,1.7000000000000002,s,1,['α'],[1.0],['Ac-221'],0.0,0.0,7358533.0,0.0,0.0,0,0.0,0,7230000.0,0.0,0.0,7380000.0
Th-225,Th,90,225,,225.0240440585,False,523.2,8.72 m,8.72,m,2,"['α', 'β+&EC']","[0.9, 0.1]","['Ra-221', 'Ac-225']",22400.43,22400.43,6229260.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rn-225,Rn,86,225,,225.0284821857,False,279.6,4.66 m,4.66,m,1,['β-'],[1.0],['Fr-225'],571969.8,827665.8,0.0,1324000.0,557300.0,0,755700.0,0,0.0,0.0,0.0,2740000.0
Fr-225,Fr,87,225,,225.0256579229,False,237.0,3.95 m,3.95,m,1,['β-'],[1.0],['Ra-225'],606666.7,606666.7,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ra-225,Ra,88,225,,225.0237414589,False,1287360.0,14.90 d,14.9,d,1,['β-'],[1.0],['Ac-225'],13983.77,104415.2,0.0,236800.0,12000.0,0,92390.0,0,0.0,0.0,0.0,357000.0
Ac-225,Ac,89,225,,225.0233379928,False,864000.0,10.00 d,10.0,d,1,['α'],[1.0],['Fr-221'],15370.38,38493.19,5878497.0,0.0,10130.0,0,0.0,0,5776000.0,0.0,0.0,5935000.0
U-224,U,92,224,,224.0276844996,False,0.0009000000000000001,900.00 μs,900.0,μs,1,['α'],[1.0],['Th-220'],0.0,0.0,8619820.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Pa-224,Pa,91,224,,224.025667169,False,0.79,790.00 ms,790.0,ms,1,['α'],[1.0],['Ac-220'],34828.27,55537.42,7819700.0,0.0,13430.0,0,0.0,0,7683000.0,0.0,0.0,7694000.0
Th-224,Th,90,224,,224.0215316414,False,1.05,1.05 s,1.05,s,1,['α'],[1.0],['Ra-220'],23157.91,12634.63,7222348.0,0.0,21040.0,0,0.0,0,7096000.0,0.0,0.0,7304000.0
Ac-224,Ac,89,224,,224.021834241,False,10008.0,2.78 h,2.7800000000000002,h,2,"['α', 'β+&EC']","[0.091, 0.909]","['Fr-220', 'Ra-224']",230777.9,45252.84,562556.9,1012000.0,153800.0,0,0.0,0,551300.0,0.0,0.0,1855000.0
Rn-224,Rn,86,224,,224.0241541711,False,6420.0,1.78 h,1.7833333332999999,h,1,['β-'],[1.0],['Fr-224'],261000.0,261000.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Fr-224,Fr,87,224,,224.0233472389,False,199.8,3.33 m,3.33,m,1,['β-'],[1.0],['Ra-224'],533395.3,875468.8,0.0,1437000.0,526900.0,0,834600.0,0,0.0,0.0,0.0,2830000.0
Ra-224,Ra,88,224,,224.0203212431,False,316224.0,3.66 d,3.66,d,1,['α'],[1.0],['Rn-220'],10388.48,2283.454,5774471.0,0.0,9955.0,0,0.0,0,5673000.0,0.0,0.0,5789000.0
U-223,U,92,223,,223.0277946122,False,1.8e-05,18.00 μs,18.0,μs,1,['α'],[1.0],['Th-219'],0.0,0.0,8937489.0,0.0,0.0,0,0.0,0,8780000.0,0.0,0.0,8940000.0
Pa-223,Pa,91,223,,223.0240625507,False,0.0051,5.10 ms,5.1,ms,1,['α'],[1.0],['Ac-219'],0.0,0.0,8248193.0,0.0,0.0,0,0.0,0,8103000.0,0.0,0.0,8330000.0
Th-223,Th,90,223,,223.0209356883,False,0.6000000000000001,600.00 ms,600.0,ms,1,['α'],[1.0],['Ra-219'],70353.87,52029.48,7448528.0,0.0,22960.0,0,0.0,0,7317000.0,0.0,0.0,7567000.0
Ac-223,Ac,89,223,,223.0192209574,False,126.0,2.10 m,2.1,m,1,['α'],[1.0],['Fr-219'],17335.84,18691.85,6718938.0,0.0,14560.0,0,0.0,0,6601000.0,0.0,0.0,6715000.0
At-223,At,85,223,,223.025272949,False,50.0,50.00 s,50.0,s,1,['β-'],[1.0],['Rn-223'],1055667.0,1055667.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rn-223,Rn,86,223,,223.0218434871,False,1458.0,24.30 m,24.3,m,1,['β-'],[1.0],['Fr-223'],309340.8,600270.6,0.0,972300.0,290300.0,0,526600.0,0,0.0,0.0,0.0,2012000.0
Fr-223,Fr,87,223,,223.0198261565,False,1320.0,22.00 m,22.0,m,2,"['α', 'β-']","[6.000000000000001e-05, 0.99994]","['At-219', 'Ra-223']",48698.35,370994.8,333.5984,709000.0,47340.0,0,345600.0,0,327.7,0.0,0.0,1149000.0
Ra-223,Ra,88,223,,223.0186157582,False,987552.0,11.43 d,11.43,d,1,['α'],[1.0],['Rn-219'],133560.7,67934.0,5766889.0,0.0,89330.0,0,0.0,0,5665000.0,0.0,0.0,5979000.0
U-222,U,92,222,,222.0261899939,False,1.2999999999999998e-06,1.30 μs,1.3,μs,1,['α'],[1.0],['Th-218'],0.0,0.0,9500000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Pa-222,Pa,91,222,,222.0238700637,False,0.0033,3.30 ms,3.3,ms,1,['α'],[1.0],['Ac-218'],0.0,0.0,8847000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Th-222,Th,90,222,,222.0185241378,False,0.002237,2.24 ms,2.237,ms,1,['α'],[1.0],['Ra-218'],0.0,0.0,8114863.0,0.0,0.0,0,0.0,0,7971000.0,0.0,0.0,8127000.0
Ac-222M,Ac,89,222,M,222.0179189386,False,63.0,1.05 m,1.05,m,3,"['α', 'β+&EC', 'IT']","[0.8915906, 0.007092198, 0.1013171]","['Fr-218', 'Ra-222', 'Ac-222']",5437.726,5437.726,6363604.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ac-222,Ac,89,222,,222.0179189386,False,5.0,5.00 s,5.0,s,2,"['α', 'β+&EC']","[0.99, 0.01]","['Fr-218', 'Ra-222']",0.0,0.0,7060775.0,0.0,0.0,0,0.0,0,6936000.0,0.0,0.0,7089000.0
Fr-222,Fr,87,222,,222.017616339,False,852.0,14.20 m,14.2,m,1,['β-'],[1.0],['Ra-222'],173424.2,709576.2,0.0,1150000.0,166500.0,0,629000.0,0,0.0,0.0,0.0,2028000.0
Ra-222,Ra,88,222,,222.015498142,False,36.17,36.17 s,36.17,s,1,['α'],[1.0],['Rn-218'],9188.665,822.614,6664701.0,0.0,9049.0,0,0.0,0,6547000.0,0.0,0.0,6679000.0
At-222,At,85,222,,222.0224579324,False,54.0,54.00 s,54.0,s,1,['β-'],[1.0],['Rn-222'],1475667.0,1475667.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rn-222,Rn,86,222,,222.017616339,False,330350.4,3.82 d,3.8235,d,1,['α'],[1.0],['Po-218'],388.9215,10.43851,5587903.0,0.0,387.6,0,0.0,0,5489000.0,0.0,0.0,5590000.0
Pa-221,Pa,91,221,,221.0219628458,False,5.899999999999999e-06,5.90 μs,5.9,μs,1,['α'],[1.0],['Ac-217'],0.0,0.0,9247700.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Th-221,Th,90,221,,221.0182307843,False,0.0017300000000000002,1.73 ms,1.73,ms,1,['α'],[1.0],['Ra-217'],148920.2,35649.1,8400339.0,0.0,139300.0,0,0.0,0,8251000.0,0.0,0.0,8628000.0
Ac-221,Ac,89,221,,221.0157091211,False,0.052000000000000005,52.00 ms,52.0,ms,1,['α'],[1.0],['Fr-217'],0.0,0.0,7734512.0,0.0,0.0,0,0.0,0,7597000.0,0.0,0.0,7783000.0
Ra-221,Ra,88,221,,221.0139943901,False,28.0,28.00 s,28.0,s,1,['α'],[1.0],['Rn-217'],39013.28,60326.75,7018158.0,0.0,29150.0,0,0.0,0,6893000.0,0.0,0.0,6880000.0
At-221,At,85,221,,221.0181299178,False,138.0,2.30 m,2.3,m,1,['β-'],[1.0],['Rn-221'],780333.3,780333.3,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Rn-221,Rn,86,221,,221.0156082546,False,1542.0,25.70 m,25.7,m,2,"['α', 'β-']","[0.22, 0.78]","['Po-217', 'Fr-221']",119542.4,288283.8,1219457.0,519500.0,91760.0,0,250100.0,0,1198000.0,0.0,0.0,2161000.0
Fr-221,Fr,87,221,,221.0142969897,False,294.0,4.90 m,4.9,m,1,['α'],[1.0],['At-217'],28574.26,8254.865,6471350.0,0.0,26150.0,0,0.0,0,6356000.0,0.0,0.0,6457000.0
U-220,U,92,220,,220.0247963547,False,6.000000000000001e-08,60.00 ns,60.0,ns,2,"['α', 'β+&EC']","[0.5, 0.5]","['Th-216', 'Pa-220']",442000.0,442000.0,5150000.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Pa-220,Pa,91,220,,220.0219720919,False,7.8e-07,780.00 ns,780.0,ns,2,"['α', 'β+&EC']","[1.0, 3.0000000000000004e-09]","['Ac-216', 'Th-220']",0.005707768,0.005707768,9829100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Th-220,Th,90,220,,220.0158192337,False,9.7e-06,9.70 μs,9.7,μs,2,"['α', 'β+&EC']","[1.0, 2e-09]","['Ra-216', 'Ac-220']",0.0006115466,0.0006115466,8953030.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ac-220,Ac,89,220,,220.0148105685,False,0.0264,26.40 ms,26.4,ms,1,['α'],[1.0],['Fr-216'],127767.6,114898.5,7952234.0,0.0,90480.0,0,0.0,0,7810000.0,0.0,0.0,8348000.0
Fr-220,Fr,87,220,,220.0123897718,False,27.4,27.40 s,27.4,s,2,"['α', 'β-']","[0.9965, 0.0035]","['At-216', 'Ra-220']",9329.463,14617.6,6670129.0,2720.0,3188.0,0,1353.0,0,6531000.0,0.0,0.0,6781000.0
Ra-220,Ra,88,220,,220.0110785069,False,0.018000000000000002,18.00 ms,18.0,ms,1,['α'],[1.0],['Rn-216'],4673.631,168.4446,7583907.0,0.0,4650.0,0,0.0,0,7448000.0,0.0,0.0,7592000.0
Po-220,Po,84,220,,220.0167270325,False,3e-07,300.00 ns,300.0,ns,1,['β-'],[1.0],['At-220'],371000.0,371000.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
At-220,At,85,220,,220.0155166342,False,222.6,3.71 m,3.71,m,2,"['α', 'β-']","[0.08, 0.92]","['Bi-216', 'Rn-220']",372460.4,1218129.0,484084.4,1867000.0,362900.0,0,1168000.0,0,475400.0,0.0,0.0,3925000.0
Rn-220,Rn,86,220,,220.0114819731,False,55.6,55.60 s,55.6,s,1,['α'],[1.0],['Po-216'],628.3831,14.07844,6401781.0,0.0,626.7,0,0.0,0,6287000.0,0.0,0.0,6405000.0
U-219,U,92,219,,219.0250073338,False,4.2e-05,42.00 μs,42.0,μs,1,['α'],[1.0],['Th-215'],0.0,0.0,9856804.0,0.0,0.0,0,0.0,0,9680000.0,0.0,0.0,9960000.0
Pa-219,Pa,91,219,,219.0199640075,False,5.3000000000000005e-08,53.00 ns,53.0,ns,1,['α'],[1.0],['Ac-215'],0.0,0.0,10080820.0,0.0,0.0,0,0.0,0,9900000.0,0.0,0.0,10080000.0
Th-219,Th,90,219,,219.0156267468,False,1.0500000000000001e-06,1.05 μs,1.05,μs,1,['α'],[1.0],['Ra-215'],0.0,0.0,9510594.0,0.0,0.0,0,0.0,0,9340000.0,0.0,0.0,9510000.0
Ac-219,Ac,89,219,,219.0124998844,False,1.1799999999999999e-05,11.80 μs,11.8,μs,1,['α'],[1.0],['Fr-215'],0.0,0.0,8822247.0,0.0,0.0,0,0.0,0,8664000.0,0.0,0.0,8830000.0
Ra-219,Ra,88,219,,219.0101799543,False,0.01,10.00 ms,10.0,ms,1,['α'],[1.0],['Rn-215'],187954.6,39296.83,7942651.0,0.0,177600.0,0,0.0,0,7800000.0,0.0,0.0,8138000.0
Fr-219,Fr,87,219,,219.0093730221,False,0.02,20.00 ms,20.0,ms,1,['α'],[1.0],['At-215'],3540.039,407.277,7440516.0,0.0,3387.0,0,0.0,0,7307000.0,0.0,0.0,7448000.0
Po-219,Po,84,219,,219.0138111493,False,3e-07,300.00 ns,300.0,ns,1,['β-'],[1.0],['At-219'],801666.7,801666.7,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
At-219,At,85,219,,219.0112894861,False,56.0,56.00 s,56.0,s,2,"['α', 'β-']","[0.97, 0.03]","['Bi-215', 'Rn-219']",0.0,16410.0,6131746.0,30570.0,0.0,0,16410.0,0,6022000.0,0.0,0.0,6181000.0
Rn-219,Rn,86,219,,219.0095747551,False,3.96,3.96 s,3.96,s,1,['α'],[1.0],['Po-215'],58128.19,6546.369,6877996.0,0.0,56580.0,0,0.0,0,6755000.0,0.0,0.0,6946000.0
U-218,U,92,218,,218.0236044486,False,0.000545,545.00 μs,545.0,μs,1,['α'],[1.0],['Th-214'],0.0,0.0,8786450.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Pa-218,Pa,91,218,,218.0200741201,False,0.000113,113.00 μs,113.0,μs,1,['α'],[1.0],['Ac-214'],0.0,0.0,9764690.0,0.0,0.0,0,0.0,0,9589000.0,0.0,0.0,9815000.0
Th-218,Th,90,218,,218.0133160627,False,1.17e-07,117.00 ns,117.0,ns,1,['α'],[1.0],['Ra-214'],0.0,0.0,9843358.0,0.0,0.0,0,0.0,0,9666000.0,0.0,0.0,9849000.0
Ac-218,Ac,89,218,,218.0117021983,False,1.08e-06,1.08 μs,1.08,μs,1,['α'],[1.0],['Fr-214'],0.0,0.0,9373899.0,0.0,0.0,0,0.0,0,9205000.0,0.0,0.0,9380000.0
Ra-218,Ra,88,218,,218.0072640711,False,2.52e-05,25.20 μs,25.2,μs,1,['α'],[1.0],['Rn-214'],0.0,0.0,8545920.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Fr-218M,Fr,87,218,M,218.0076675372,False,0.022,22.00 ms,22.0,ms,1,['α'],[1.0],['At-214'],0.0,0.0,7664783.0,0.0,0.0,0,0.0,0,7527000.0,0.0,0.0,8100000.0
Fr-218,Fr,87,218,,218.0076675372,False,0.001,1.00 ms,1.0,ms,1,['α'],[1.0],['At-214'],26558.16,0.0,7986995.0,0.0,26560.0,0,0.0,0,7843000.0,0.0,0.0,8014000.0
Bi-218,Bi,83,218,,218.0144255945,False,33.0,33.00 s,33.0,s,1,['β-'],[1.0],['Po-218'],1296543.0,1404262.0,0.0,1941000.0,1287000.0,0,1347000.0,0,0.0,0.0,0.0,4819000.0
Po-218,Po,84,218,,218.0090796686,False,185.88,3.10 m,3.098,m,2,"['α', 'β-']","[0.9998, 0.0002]","['Pb-214', 'At-218']",9.114746,14.42008,6111253.0,37.66,9.108,0,14.34,0,6001000.0,0.0,0.0,6114000.0
At-218,At,85,218,,218.008777069,False,1.5,1.50 s,1.5,s,2,"['α', 'β-']","[0.999, 0.001]","['Bi-214', 'Rn-218']",56364.58,1094.8,6808694.0,1786.0,56360.0,0,1095.0,0,6686000.0,0.0,0.0,6870000.0
Rn-218,Rn,86,218,,218.0056502067,False,0.035,35.00 ms,35.0,ms,1,['α'],[1.0],['Po-214'],757.0996,13.82957,7259020.0,0.0,755.5,0,0.0,0,7128000.0,0.0,0.0,7262000.0
U-217,U,92,217,,217.0244206269,False,0.0235,23.50 ms,23.5,ms,1,['α'],[1.0],['Th-213'],0.0,0.0,8155600.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Pa-217M,Pa,91,217,M,217.0183686352,False,0.0012000000000000001,1.20 ms,1.2,ms,2,"['α', 'IT']","[0.73, 0.27]","['Ac-213', 'Pa-217']",499500.0,0.0,7548930.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Pa-217,Pa,91,217,,217.0183686352,False,0.0036000000000000003,3.60 ms,3.6,ms,1,['α'],[1.0],['Ac-213'],0.0,0.0,8484003.0,0.0,0.0,0,0.0,0,8330000.0,0.0,0.0,8489000.0
Th-217,Th,90,217,,217.0132244423,False,0.000251,251.00 μs,251.0,μs,1,['α'],[1.0],['Ra-213'],0.0,0.0,9393629.0,0.0,0.0,0,0.0,0,9224000.0,0.0,0.0,9433000.0
Ac-217,Ac,89,217,,217.0093915143,False,6.900000000000001e-08,69.00 ns,69.0,ns,1,['α'],[1.0],['Fr-213'],0.0,0.0,9827880.0,0.0,0.0,0,0.0,0,9650000.0,0.0,0.0,9832000.0
Ra-217,Ra,88,217,,217.0063655184,False,1.6e-06,1.60 μs,1.6,μs,1,['α'],[1.0],['Rn-213'],0.0,0.0,9157751.0,0.0,0.0,0,0.0,0,8992000.0,0.0,0.0,9161000.0
Fr-217,Fr,87,217,,217.004751654,False,1.8999999999999998e-05,19.00 μs,19.0,μs,1,['α'],[1.0],['At-213'],0.0,0.0,8468272.0,0.0,0.0,0,0.0,0,8315000.0,0.0,0.0,8469000.0
At-217,At,85,217,,217.004751654,False,0.0323,32.30 ms,32.3,ms,2,"['α', 'β-']","[0.9999300000000001, 7.000000000000001e-05]","['Bi-213', 'Rn-217']",210.1095,46.651650000000004,7193733.0,35.55,200.2,0,16.04,0,7063000.0,0.0,0.0,7201000.0
Rn-217,Rn,86,217,,217.0040455883,False,0.00054,540.00 μs,540.0,μs,1,['α'],[1.0],['Po-213'],0.0,0.0,7883691.0,0.0,0.0,0,0.0,0,7741000.0,0.0,0.0,7887000.0
Bi-217,Bi,83,217,,217.0095932473,False,98.5,1.64 m,1.6416666667,m,1,['β-'],[1.0],['Po-217'],973333.3,973333.3,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Po-217,Po,84,217,,217.0063655184,False,1.53,1.53 s,1.53,s,1,['α'],[1.0],['Pb-213'],0.0,0.0,6660220.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Pa-216,Pa,91,216,,216.0191848135,False,0.16,160.00 ms,160.0,ms,2,"['α', 'β+&EC']","[0.98, 0.02]","['Ac-212', 'Th-216']",49974.33,49974.33,7935060.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Th-216,Th,90,216,,216.0111154913,False,0.026000000000000002,26.00 ms,26.0,ms,1,['α'],[1.0],['Ra-212'],3324.323,68.16125,8065294.0,0.0,3316.0,0,0.0,0,7919000.0,0.0,0.0,8071000.0
Ac-216M,Ac,89,216,M,216.0087955612,False,0.000441,441.00 μs,441.0,μs,1,['α'],[1.0],['Fr-212'],15944.3,0.0,9200244.0,0.0,15940.0,0,0.0,0,9033000.0,0.0,0.0,9282000.0
Ac-216,Ac,89,216,,216.0087955612,False,0.00044,440.00 μs,440.0,μs,1,['α'],[1.0],['Fr-212'],0.0,0.0,9224519.0,0.0,0.0,0,0.0,0,9057000.0,0.0,0.0,9235000.0
Ra-216,Ra,88,216,,216.0036513683,False,1.8200000000000002e-07,182.00 ns,182.0,ns,2,"['α', 'β+&EC']","[1.0, 1e-10]","['Rn-212', 'Fr-216']",1.04031e-05,1.04031e-05,9525690.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Fr-216,Fr,87,216,,216.0032479022,False,7e-07,700.00 ns,700.0,ns,1,['α'],[1.0],['At-212'],659.6089,553.9448,8775277.0,0.0,280.9,0,0.0,0,8616000.0,0.0,0.0,9174000.0
Rn-216,Rn,86,216,,216.0003227729,False,4.4999999999999996e-05,45.00 μs,45.0,μs,1,['α'],[1.0],['Po-212'],0.0,0.0,8200080.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
At-216,At,85,216,,216.0025418365,False,0.00030000000000000003,300.00 μs,300.0,μs,1,['α'],[1.0],['Bi-212'],2441.812,1094.115,7959805.0,0.0,1096.0,0,0.0,0,7815000.0,0.0,0.0,7950000.0
Bi-216,Bi,83,216,,216.0063747645,False,135.0,2.25 m,2.25,m,1,['β-'],[1.0],['Po-216'],1363368.0,1363368.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Po-216,Po,84,216,,216.0020375039,False,0.145,145.00 ms,145.0,ms,1,['α'],[1.0],['Pb-212'],15.30507,0.1449082,6903809.0,0.0,15.29,0,0.0,0,6778000.0,0.0,0.0,6906000.0
Pa-215,Pa,91,215,,215.0192949262,False,0.014,14.00 ms,14.0,ms,1,['α'],[1.0],['Ac-211'],0.0,0.0,8241650.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Th-215,Th,90,215,,215.0118308031,False,1.2,1.20 s,1.2,s,1,['α'],[1.0],['Ra-211'],84864.0,0.0,7574466.0,0.0,84860.0,0,0.0,0,7436000.0,0.0,0.0,7665000.0
Ac-215,Ac,89,215,,215.0064848772,False,0.17,170.00 ms,170.0,ms,2,"['α', 'β+&EC']","[0.9991000000000001, 0.0009000000000000001]","['Fr-211', 'Ra-215']",0.0,0.0,7734595.0,0.0,0.0,0,0.0,0,7593000.0,0.0,0.0,7739000.0
Ra-215,Ra,88,215,,215.0027528156,False,0.0015500000000000002,1.55 ms,1.55,ms,1,['α'],[1.0],['Rn-211'],0.0,0.0,8831525.0,0.0,0.0,0,0.0,0,8670000.0,0.0,0.0,8864000.0
Fr-215,Fr,87,215,,215.0004328855,False,8.6e-08,86.00 ns,86.0,ns,1,['α'],[1.0],['At-211'],0.0,0.0,9534140.0,0.0,0.0,0,0.0,0,9360000.0,0.0,0.0,9540000.0
Rn-215,Rn,86,215,,214.9988190211,False,2.3e-06,2.30 μs,2.3,μs,1,['α'],[1.0],['Po-211'],0.0,0.0,8835377.0,0.0,0.0,0,0.0,0,8674000.0,0.0,0.0,8839000.0
Bi-215M,Bi,83,215,M,215.0018450169,False,36.4,36.40 s,36.4,s,2,"['β-', 'IT']","[0.5, 0.5]","['Po-215', 'Bi-215']",1263500.0,589500.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Pb-215,Pb,82,215,,215.0048710127,False,36.0,36.00 s,36.0,s,1,['β-'],[1.0],['Bi-215'],967000.0,967000.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Bi-215,Bi,83,215,,215.0018450169,False,462.0,7.70 m,7.7,m,1,['β-'],[1.0],['Po-215'],109563.8,761886.3,0.0,1318000.0,109600.0,0,761900.0,0,0.0,0.0,0.0,2189000.0
Po-215,Po,84,215,,214.9995250868,False,0.0017809999999999998,1.78 ms,1.7810000000000001,ms,2,"['β-', 'α']","[2.3e-06, 0.9999977]","['At-215', 'Pb-211']",300.216,0.0,7525232.0,0.0,300.2,0,0.0,0,7388000.0,0.0,0.0,7526000.0
At-215,At,85,215,,214.9987181545,False,0.0001,100.00 μs,100.0,μs,1,['α'],[1.0],['Bi-211'],175.1458,28.47014,8175109.0,0.0,169.7,0,0.0,0,8026000.0,0.0,0.0,8178000.0
Pa-214,Pa,91,214,,214.0210189032,False,0.017,17.00 ms,17.0,ms,1,['α'],[1.0],['Ac-210'],0.0,0.0,8270900.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Th-214,Th,90,214,,214.0115374496,False,0.1,100.00 ms,100.0,ms,1,['α'],[1.0],['Ra-210'],0.0,0.0,7825980.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ac-214,Ac,89,214,,214.0069984559,False,8.2,8.20 s,8.2,s,2,"['α', 'β+&EC']","[0.89, 0.11]","['Fr-210', 'Ra-214']",232044.3,232044.3,6541714.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
Ra-214,Ra,88,214,,214.000139532,False,2.46,2.46 s,2.46,s,2,"['α', 'β+&EC']","[0.9994100000000001, 0.00059]","['Rn-210', 'Fr-214']",1283.043,0.0,7264825.0,0.0,1283.0,0,0.0,0,7132000.0,0.0,0.0,7269000.0
