0.01 5789001763583.663 1886403740801.9556 1473442701775.112 1470871554261.6123 1473442701775.112
0.013 4147333195501.781 1441728474642.6526 1014568979377.8113 1129701789624.8203 1014568979377.8113
0.016900000000000002 3152614233125.9316 1155777933225.0251 752770409075.4302 926309022479.2667 752770409075.4302
0.02197 2496506622911.4976 947568563152.1216 592094111013.8212 785717372598.0928 592094111013.8212
0.028561 2000332467303.491 773433232782.2458 476453536998.1362 667009319721.7909 476453536998.1362
0.0371293 1595906245357.7498 620594770152.8157 384042635567.717 556985641679.6138 384042635567.717
0.04826809 1263442670721.4211 489042226666.54724 308382126987.0588 454835837608.2404 308382126987.0588
0.062748517 992817635198.0511 379775807978.84485 246448839689.9193 362747928759.96625 244880247001.56796
0.0815730721 774233762514.0956 291610656316.2335 195697385624.1808 282897581791.2387 193947542521.0738
0.10604499373000001 598666251763.1956 221769910534.91605 154001002514.7819 216498689406.16382 152241144485.01312
0.137858491849 457917568192.0157 167008389897.5555 119531038376.78436 163226865917.14246 118113836400.29782
0.17921603940370004 344165405746.3939 124155285767.41544 90607941670.61852 121261786934.1251 89524672984.46124
0.23298085122481008 250874479379.65158 90368431599.26962 65997915019.87914 88136825542.44337 65204360621.131996
0.3028751065922531 174368752890.36502 63555127935.412834 45299870473.1326 61830862927.96486 44750736725.0707
0.3937376385699291 113864182136.9224 42630112146.111984 28799074982.802162 41299972242.92252 28447021084.42744
0.5118589301409079 69580445256.84154 27158959487.972404 16838141477.430918 26153334244.48473 16630676851.071407
0.6654166091831801 40490784839.74821 16627179625.032358 9211763397.486614 15889238133.037552 9097436181.766308
0.8650415919381342 23427347037.25055 10020671933.882303 4995978170.682283 9438722903.551884 4932823862.038508
1.1245540695195746 14120029400.298452 6056416446.713654 2910934562.6535964 5437915999.588948 2871912474.1660786
1.461920290375447 8986455640.086842 3679471543.010819 1879637501.1125362 2917665265.168068 1851467464.7406018
1.900496377488081 5971279202.0650015 2265594537.875348 1299343938.811106 1450633658.7245238 1276718820.1273878
2.4706452907345056 4140817901.2073607 1469014633.9688091 929793218.0828305 710806912.6916505 910208223.7095213
3.2118388779548575 3013438566.1644645 1040684630.8386176 681927404.9971228 363788793.0246624 663580500.0105987
4.175390541341315 2270357296.8583403 790079921.3719105 509179355.39384294 191202359.0611125 490625174.31565726
5.4280077037437096 1720918255.501393 607125861.935439 382342940.8965609 97725735.65454018 362490456.1598148
7.056410014866823 1280265800.792618 451627036.34843683 284812527.68995684 46945447.87375532 263055492.28093225
9.17333301932687 920332894.074283 317828343.32462 207992281.58132583 20938791.48779785 184448988.1153504
11.925332925124932 635114710.9883738 209605545.00962242 147980212.23327947 8640629.823522763 123435756.34640427
15.502932802662412 423660111.2845827 130224232.40336892 103151124.45668699 3313816.132606113 78576050.62762667
20.153812643461134 279510061.57234776 78154576.33469039 71782849.12024792 1200232.103561913 47928684.48635457
26.199956436499477 187727277.1579933 47006864.88806598 50962357.4066872 420986.92115379695 28391418.889085043
34.05994336744932 130280122.5883833 28915292.524494316 37258021.87257057 146283.70040585237 16523196.274857244
44.27792637768412 93055926.32890016 18039771.84960249 27909030.622479983 51029.617614618255 9504352.119888062
57.561304290989355 67872809.92133667 11344159.103154004 21217728.1567977 18153.90167852884 5547232.834234907
74.82969557828616 50195905.134404965 7324499.705121819 16183425.581581535 6745.8993099037425 3081750.191500781
97.27860425177202 37069793.183260344 4934868.646524052 12167732.490993414 2642.3924731661164 1715134.3388974408
126.46218552730363 26715262.233828813 3393593.496313526 8840872.270973427 1066.446331384762 910545.9311174735
164.40084118549473 18471019.256199967 2266477.785878278 6142229.842453699 428.69256314596896 480877.3696471459
213.72109354114315 12310531.30375946 1412847.5750812893 4127001.7904043784 169.6895110317761 251973.7909130999
277.83742160348606 8217298.4827248175 819562.0794544943 2798216.6121666534 67.94783223845923 124703.02615261819
361.18864808453196 5851927.438483513 467859.28261123114 2034656.4779711345 28.983391404962322 62939.31342539131
469.5452425098916 4626073.693390532 295308.1582212273 1635757.0847122204 13.586951252627074 31132.798421136864
610.4088152628591 3979003.6116625727 222118.64141230687 1418340.6838416168 6.849604641874881 15315.480575753736
793.5314598417168 3565423.45252689 187379.78057529367 1274779.949815032 3.5407809425140484 7617.558485453271
